ind_ID	Adrenal_Gland	Artery_Aorta	Artery_Tibial	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-12KS4		0.050248285855673					-0.0328692489425286	0.172529676529612					0.105368788501283	0.00270255897381061			
GTEX-12WSA				0.247112137383778		0.350537154783347		0.199407095127362					0.038675435785727	0.297839022189148			
GTEX-12WSE					-1.28065848275405						-0.414223851212065			0.367129867518986		-0.481062062671204	
GTEX-12WSF					0.941483328860929	0.107995282270143					0.273572895797181		1.07190333096161				
GTEX-12WSG	-0.144074903239111						-0.605955811510577	0.282479387550791		-0.329303507711248				-0.368929398025002		-1.15557194767211	
GTEX-12WSH			-0.397449535616207		-0.750132248799492	-0.0260775365087797					0.229345704980802		-0.113373731177415		1.38756632846169	-0.314107202247676	
GTEX-12WSI															-0.783535189124731		
GTEX-12WSJ	-0.219512729132962						0.559503782412489						0.563138937496024	0.24164656369715		0.332385113220586	0.256124089239403
GTEX-12WSK	0.100104881923632	0.378008414900089	0.88709652018694					-0.659888046437678		0.599923019884924			0.0519906688324082	-0.112491310173795		-0.466182092751991	
GTEX-12WSL	0.933688616642951		0.494446314836784				-0.347223959492208	0.226089792322267	0.341724836922076	-0.167909936175697			0.275565566975618	0.34203967763464	0.599695697875296	1.34485639801126	
GTEX-12WSM			-0.480422089343249	0.204268021881722	0.144263788099165		-0.476067747444719		0.0470810005964871		-0.285039226612334		-0.141772756899621		-0.147316320466665		
GTEX-12WSN	0.290813634290496	-0.372193607496901	0.286839506009977						0.437752639885219	-0.342872585320069			-0.720234874502448	-0.293617908170336		0.467899994302947	
GTEX-12ZZW			-1.13518523416306		-0.449162011309273		0.467235912211667	-0.41179263814344			-0.18375658454123						
GTEX-12ZZY		-0.300129308696572	0.605772230074495		-0.158718617417309		-0.109259723538116	0.620969804588081			-0.177980515166422		0.0682287766730202	0.198674462089805	-0.60636517428651	0.310402127324593	
GTEX-12ZZZ	0.744610413929263				1.18093574484182							0.0815791635643353	-0.638759405232815	-0.394045870233177		-0.237206300876736	
GTEX-13111	0.747355065403973	-0.869683419060418	1.16983698749599				-0.66546051434596	-0.0225927765378913	-0.253046782114433			0.637692478192885		-0.51582292762762	-0.153468962997884	-0.553423567627347	
GTEX-13112				-0.632554806295168	-1.42773650484888						-0.267038267932448		-1.28807110709763	-0.916584453912276	-0.878928344401233	-0.616774300798439	
GTEX-1313W		0.564818858845467		-0.284088839050626	-0.432364916943117	-0.287698856617558					-0.691177880690682		0.186367406309614	-0.103928503605063		-0.830743131076235	
GTEX-1314G			-1.47323750201852						0.119234997507698				-0.270531465393135	0.0167177982548164			
GTEX-131XG	-0.236516750131958		-0.870409155598604				0.576206739712689	0.673249826515055		0.965324185247651			0.526272790379358	0.0393209124624705		-0.583883626019492	-0.539031900102237
GTEX-131XW		-0.448046323652625	0.337698162315584	0.156519010472878	-0.252805258476587						0.806455743444807		0.325330163553784	0.430765753925879			
GTEX-131YS	0.684784448324794	-0.0123689796116711	0.402045197614556				-0.0290582805122781	-0.842199229508062			-0.188224841226173		-1.30053940480685	-0.93690135685474		0.443397383576479	0.0502034309027063
GTEX-132NY	1.30769107876312		-0.125229668802668				-0.314859684363227					-0.456558288865349		-0.468756968222087		0.109264086647071	
GTEX-132Q8			0.0767767174364702	-0.744686547285395	-1.48501571979667	-0.185239662087389		-0.343278022208411									
GTEX-133LE		0.860327216381054	-0.131100616376431					-0.424832443397892					0.0755304996180609	0.147839798237077		-0.247342569738379	
GTEX-1399Q								0.00161155597849804					-0.4707026283844				
GTEX-139D8		-0.209137734525541					-0.144785949564873						0.6502919921964	0.193371141679277			
GTEX-139TT			-0.329989251316893		0.810298845254999						0.135307983944961		-0.586285079012775	-0.00146718014158449	0.303898665854338		
GTEX-139UW		-0.132652834631378	0.634320783609493				0.00506444866380223	-0.597379178669848					-0.840948813788972	-0.481281761669857		-0.374649925657316	
GTEX-139YR	0.917715198003464	0.473870496753815	0.300696363646598					-0.133517167178522		-0.609288447064611			0.0108093965686661			0.198620240374149	
GTEX-13CF2				-1.04586189169248		-0.180342047109516	-0.372077534813165		0.527971867979004		0.0717707716172656			0.550723164181394			
GTEX-13CF3	0.0879770835557695	0.289503360928055	0.222163325486349				-0.412994021299016	-0.1533796670474		0.155485833406369				-0.564170854162663		0.138751643105726	
GTEX-13CIG				0.507070786730696													
GTEX-13D11	-0.57623486922603	0.965843706624908	0.109103619166302				0.0839919949129732	0.289524088739371		-1.05153121570048			0.110473578954698	0.091474579995894		-0.171477969948336	0.118356130178666
GTEX-13FH7	0.628324127950161	-0.277420611125809	-0.523689354327273				0.0396930445245664	0.158803122573296		-0.23586859097434			0.255683219366419	0.0945108436254562		-0.0719269643920697	
GTEX-13FHO		0.505383781828487			-0.399745620292525		0.0320126699947013	-0.0377502978926315			0.0173720156912288	0.0866474057809224	0.449736025692718	-0.250300281608065		0.79043132710874	
GTEX-13FLV		-0.211571985222207		-0.227100805854901	0.439340648402189			-0.0283205397933722		-0.135559379240096			0.279185721145844			-0.730589776756183	
GTEX-13FTW	0.0615545457146545		-0.143131374439797				-0.371262851503436	-0.772606472526485		-0.664275631294104		0.203642010587106	-0.0941836008711253	0.35132844981739	0.719708415077286	0.239814535801979	
GTEX-13FTX		0.513169947281629	0.817983982161725					-0.366978761241237		-1.58321457804244			-0.074014532452952	-0.370712503318592			
GTEX-13FTY			0.442380262927806								0.430100772283367		-0.359022012626424	-0.486768704375411		-0.097734813535003	
GTEX-13FTZ		-0.227550059716323															
GTEX-13G51			-0.21681058756395	0.702528029510172	1.08460908012515	0.294357092587515	0.424680716223363	-0.176896620849114	-0.0232769501461005		0.21051501909066	-0.343987848802669	1.05512585149262	0.633291258784685		0.441953122329271	
GTEX-13IVO				0.315268602002554	1.05481094404676						-0.0854709939439253		-1.15433820053939	-1.37094556822491		-0.640195048345502	
GTEX-13JVG			-0.445554332854291	1.12493028144178	0.389871334261263				0.311931639414179		0.371853891337475		-0.495966379217436			0.00761831097003686	
GTEX-13N2G		0.11364252569435			-0.446437626419363	0.260947445383395	0.641134182108588				-0.325232978923654	0.0162754884546538	-0.737691526533955	-0.0537478132603228	-1.44506502108118	0.601904144230619	
GTEX-13NYC			-0.214147904843541										0.446876569269897	0.283096587922775		0.074982336669298	
GTEX-13NYS			-0.300643649538068	0.468077849111353	0.112092831256773	0.434711641286087					-0.196450977260869	0.2510649092587	-0.0256713473539053	-0.216190882597109			
GTEX-13NZ8			-0.52423193249964	0.631806995936655									-0.43055997067198	-0.169155137586935		-0.187899634171454	
GTEX-13NZA				-0.118595021340449							-0.455290609228182			0.214696903785806	0.417114825242171	-0.00519701933209553	
GTEX-13NZB			0.370995512218665					0.545517961787414						-0.138910117341093	0.797318031356356		
GTEX-13O1R		0.329691439822863					-0.596513061204781	0.892691501946539		0.828728624238929	0.418764318886437			0.150511891220656	-0.284429131801036	0.511463410034465	
GTEX-13O21	-0.38232585427887	0.432054559123532	-0.265115753083584					-0.624103603074125	-0.424254435406591			1.27890441350449		-0.365808855762565	-0.618281718246223	0.396874745508583	
GTEX-13O3O	0.695552216647198	1.06683050623099	1.41460975934158	-0.170851191704322	0.179026334690684	-0.233415242798507							-0.939850540051849	-0.0347994001991223		1.25871889233615	
GTEX-13O3P		0.168993545765518	-0.570852479766907											-0.0275247778610525		0.269010929760389	
GTEX-13O3Q			-0.354349600319563	-0.177957542507573	-0.436870008154166	-0.777014632314578		0.492175220456211					0.0621185350400293	0.287485264789215		0.305632675754209	
GTEX-13OVG		1.06880761674652	0.241546551948612					0.232402407294333					-0.545701641295403	-0.591480855668415		0.0259839979355561	
GTEX-13OVH			-0.26016026804006	-0.533988240876993	-0.989254187581613						0.0839276732482089		0.0798096751580842	0.202151159618308	-0.21241171915819		
GTEX-13OVJ				-0.939919093853423	-1.16550477488431	-0.895978252387505	-0.512130842429619	-0.430356159931639			-0.0232569591749911		0.0249250943655366	-0.0315521972634832		-0.132444430813435	
GTEX-13OVK			1.66252915104133				-0.678081357213629	0.29711812636807	0.307485838626163				0.05280722334636	-5.52629701485799e-05	0.793775966113759	-1.04767265593517	
GTEX-13OVL			-0.22482577766912	0.103218931924577	0.843663969946433				-0.314828536100949		0.870817361529114		-0.41006036303992	0.281194945822124	-0.761250168711141		
GTEX-13OW5		-0.184687870169716		0.171888578012427	-0.262936170180042		0.311539556844706				0.176105279790099		-0.152349111668204	0.382338012429013	0.305804072720524	-0.387580858499632	
GTEX-13OW6	-0.554223470213034	-0.0995778828050198	-1.28645911393564	0.0384436620603605	0.265516771959419	0.405299643569938	0.837811810674636				0.0472533871511489		0.278236397147537	-0.451277890158168	0.735074683526368	-0.181695895219385	
GTEX-13OW7	0.0522065285554267		0.0638173159166015	-1.18334167215307							-0.523838037718954		-0.135115110698188	-0.0369047732688296		-0.12734539114133	
GTEX-13OW8		-0.112095230141689	-0.272260081363706	0.429380561258048	0.613832346213432	0.244424508824718	-0.939232604817806	0.392932692667298			0.567610910129102	0.431983216455035	0.321178060986576	0.424435415982791	0.704730956153455	-0.291256594253497	
GTEX-13PL6			-0.383031184392653		-0.233777535918829								0.152181528866963			0.197191504767163	
GTEX-13PL7	-0.771528426910361		0.631068008730204				-0.459880193789131	-0.858602039410196		0.644834608849619							-0.0969232201632182
GTEX-13PLJ			0.454535469769699								-0.276246004051423						
GTEX-13PVQ		-0.171801192652089	-0.455915857414139				-0.210581351362639	0.748302738639513					0.587162225706314	0.208436364428424		0.0402081656799921	
GTEX-13PVR	0.176540051488284	-0.0803717853896724	0.29805974241128				0.0979240618697535	0.388821923615735		-0.544470888886499			-0.12716401384329	-0.0859336556275581		0.636492417315213	-0.0182973995011514
GTEX-13QBU	1.01168247738945	0.955938211042499	1.08989314545417				1.17294710275495	0.924779268655747	0.50789890031686				0.447062745518292			-0.438376302067674	0.516268896508328
GTEX-13QIC			-0.31289223415353	-0.038279981872579													-0.0705835648736129
GTEX-13QJ3			0.838008235998216					-0.195265089735071						0.068231576339594	-1.21610939682657	-0.163194787489263	
GTEX-13QJC			0.0674557053215198	-0.28611917654783	-0.565434123810555	0.0423842062369338			-0.147072490949354		0.551649458793947		0.033983855844943			0.611618772551901	
GTEX-13RTJ			0.624532580518635	0.487135842528674	0.803064396111496	-0.497387266974254	-0.408648495603762				0.586568934352052	-0.518074976875797	0.655806842422784	0.270587699344723		0.528836717059799	
GTEX-13RTK		0.212987171528044	1.15853401267768					0.495772032943121						0.145737780332947		-0.136296726672519	
GTEX-13S7M					-0.438479956668581									0.206403592654871			
GTEX-13S86			-0.60716529971649					0.286248150347033								-0.0493626100281697	
GTEX-13SLW				-0.00808718635432191	-1.17415311156765	0.0130374550973236	0.339171817208403				-0.190525298194276		0.25397711647233	-0.017976963291654			
GTEX-13U4I		-0.570052554395664	-0.731389308694183				0.877694911522722	-0.317447528880206		0.834032105322018			-0.0679959291104139	0.277967672880342		-0.757250313600807	-0.109458170511247
GTEX-13VXU			-0.140194314008845		0.214092696799857						0.443078667642202		0.436538897419424	0.3454418322548	0.314122268558613	-0.13047202529175	
GTEX-13W3W	1.0868228511117	0.0837671327778539	-0.276181451402466					-0.0704001353043458		0.444729297556923			0.412083721364581	0.403813339455276			-0.469325760680403
GTEX-13W46		0.74411394300436	-0.174323321701222					-0.28767285928546						-0.310667251550405		-0.661866399197801	
GTEX-13X6H			-0.328869107551133					0.295594633801515		-0.15632361068465			-0.269257149805639	0.29055899692981		-0.295265239365197	
GTEX-13X6I		-0.806171523634766		0.0334495582035334		0.088134143260665	-1.13796537046991	0.371480009377048					0.459276552815418	0.496933857577003			
GTEX-13X6J				0.778096341625457	-0.41676562205442		-0.158742374990399				0.433966710573418		1.1818015794946	0.499299179140153		0.797437330155176	
GTEX-13X6K		-0.640327497437396	-1.07037990885665	-0.134871244855544	0.607556031165407	0.500246028343821	0.568185106149983	0.0147775636462859			-0.355727347050455		-0.194130905141977				
GTEX-145MF			1.00113411569285					-0.133337450105722			0.400737993725916		-0.0744713201536175	0.233130907419933	1.1839121906889		
GTEX-145MH		0.227763347031585	0.0666166892517058	-0.154481500071297	-0.0945315393198328		0.292361924185197				-0.517475115906958		-0.475219519317653		0.794121309372451	-0.295081893662057	
GTEX-145MI					-0.568886838422643								0.171783665013694	-0.160695967555955		-0.799192544470008	
GTEX-145MO		-1.18316004525803	0.172157724936358				0.33481897981793	-0.330261748741371		-0.322515220886471	-0.931280384653527		0.343848164832534	0.0299255180580692	0.639099515883664		
GTEX-146FH		-0.0967334422130788	-1.02133121436175				-0.253044402861733	1.07389902363354						-0.227388335886604			0.368870520756202
GTEX-146FQ		0.271616080528558	-0.492607394363085					0.0173337168823246		-0.452004123951212		0.913085647741449	-0.195933669256981	0.0296944055566413		1.43356386967519	
GTEX-146FR	0.175995621139942	-1.26567419173446	0.558919049493452					-0.128655835610611	-0.302662940951365	-0.0303179336269166				-0.212515065185348		-0.4318982276882	0.716495085468485
GTEX-14753	-0.427852121595508		-0.125434762430751								0.171440799356055		-0.63360886387403	0.494712918530867	0.637593156876951	0.201438898468257	
GTEX-1477Z				0.634158030929744			0.837188144619742				0.21574825533003	-0.210981983424185	-0.248775491983281			-0.297270601879542	
GTEX-147F4	-0.181700083934404	-0.224571774942009	0.089469467736212	-1.1615689638431							-0.25943524617924		-0.176410853577476	-0.200070226665749	0.547198667834101	-0.369204689534761	
GTEX-147GR					-1.16364962523257	-0.582668280699117	0.441536734553619				0.0189566967013928		0.164346747052616	0.0349335896384769	-0.78146991107707	-0.538152642990999	
GTEX-147JS			0.814489683050551				0.0133548951049147					-0.258745876878713	-0.366150854774712		0.186878951698936		
GTEX-148VI								-0.511709368778977		-1.03694486560813				0.4352356178792		-0.431014335417033	
GTEX-148VJ			0.286261963608965				0.73254150670121	-0.278128694861531			-0.0697405002914164	-0.175812286349143	0.752569521482553	-0.433858235440522	0.485829546628383	-0.210035138388843	
GTEX-14A5H			0.627561054582277				1.16188456231182				0.137134202346685		0.585258704019098	0.0242504113397622	0.159023175492299	-0.118499454443881	
GTEX-14A5I	-0.205057782561844	0.766363688479142					-0.166050553804997				0.0457735968524862			0.569410358893977			-0.232612341648567
GTEX-14A6H			0.904407590531913					0.727886514512655					0.437095722173955	0.42006668578334	0.483688996703702	-0.3139214736414	
GTEX-14ABY					-0.517340023030098						-0.218076689848421	1.02856310698855	-0.00264970430011936	-0.326164596962529	-0.173323733619049	-0.357510961942697	
GTEX-14B4R		-0.175417419260492	-0.173803931635296					-0.321257154808718	-0.429847348087003				0.257869506634245		-0.194373208771294	-0.660557704046826	
GTEX-14BIL				0.42194453391775							-0.271813241560476	0.221372313001929		-0.403361490999562	0.149066714604066		
GTEX-14BIM		-0.640603860344105			-0.638150864039631	-0.367106790157313		0.021334431231649			-0.208626874843034			0.0234400680976845			
GTEX-14BIN			-0.164653751922883		0.230676681717777	-0.264493128715926	0.308424126113072	-0.101242464436721			0.245205481240903		-0.315361598741727	0.043132728045659		-0.52544120343233	
GTEX-14BMU	-0.126477252292098	-0.722806920155168	0.747013048475604				0.266901998195826	0.171389480205423		0.753352350457473			0.300445259091025	0.0977524442088242		-0.399776911279918	-0.219497670791215
GTEX-14BMV		0.746189460521678	1.24275034639503		0.192791837806609						-0.104107352638628	-0.92156276145766	-0.193635078638581	0.594852566586092		0.287517319183919	
GTEX-14C38	-0.167921689695078							-0.321911536665267					-0.433468124999622		0.928172714963169	-0.891171519499531	
GTEX-14C39	-0.338017168680896	1.22515087335747	0.0924747134013649		-1.79697638077832		0.390699482481419			-1.02465995259879	-0.501282900351029		-1.07871202986369		-0.228499161169625	-0.16307362840684	
GTEX-14C5O		-0.041053041389222	0.173825114091356	0.854597974108055	1.78480585222757	0.411369338270377	0.175361909690293	-0.499079187164022			-0.305545451184793	0.625924014713077	0.179551169421631	0.140869194285526	-0.223884611736928	0.440667744880465	
GTEX-14DAQ	-0.345908274218999	-0.960091284847471	-0.491920737325777				-0.658100645312379	-0.329830012488388			-0.0030539095614469		-0.830831708034269	-0.688826859907977		-0.547591583424864	0.0671358426285063
GTEX-14DAR	-0.283381468259674		0.0870767504146934					-0.174497198525073		0.260973270942367		0.060799584375167	-0.33908909827831	-0.135342818931522	0.925102392901288		
GTEX-14E6C		-0.173516765282049	0.60416773658801				0.999198486497604				0.149255135864615		0.103221498940472	0.33475867385757		0.257740600925064	
GTEX-14E6D														0.959702598328868			
GTEX-14E6E	-0.250687165944502		0.516462626978096				-0.13076852632296	-0.173615990530878		-0.513808499196045		-0.508731853695103	-0.312377094188244	0.043209648675841	0.0574464762074555	-0.096317347229943	
GTEX-14E7W		0.0302081145272525	-0.097861895729014		0.433689152616756						0.55054504452752			0.35629613306972	0.276527917870066	0.199816076809371	
GTEX-14H4A	-0.388298132562132							0.781979314210468									0.103451461328754
GTEX-14ICK								-0.569330583346233				0.646487903451893		-0.00500564209031381		-0.526072613916117	
GTEX-14ICL		-0.278939999501227	-0.134398002627066					0.433509772640307		0.737602857488562			0.0634015108101756			-0.995810236898605	
GTEX-14JG1			0.422864733770667		0.866895740360424	0.478583107900787					-0.0487437724683185		0.224606022956232	0.452333049270545			
GTEX-14JG6	-0.110009826214507		0.78947027956062				-0.433751688854728	0.738813774811975		-0.848233644857926				-0.784324809388944			-0.0275136573791725
GTEX-14JIY				-0.0120889139419283	0.00711562014531979			0.249062784556904	-0.315752553625371							0.693439684399913	
GTEX-14LLW											-0.435553574780075		0.0174931023170735	-0.029702313711389			
GTEX-14LZ3				-0.458502694283433	0.0229093694771003						-0.108139666860052		-0.0804294430850989	-0.19289055358821			
GTEX-14PHW														-0.340422510102703		-0.0515972067168182	
GTEX-14PHX							-0.773606587203669			-0.0413737917344816			-0.596865066640982	-0.203303724634979	-1.53007143295257		
GTEX-14PII			-1.30760711990922										0.100336763255485	0.326078198960621		-0.267172749589349	
GTEX-14PJ2		-0.250725142996954								0.0930490394867723		-0.477839093424422	0.146623629696952		-0.0235008671959805		
GTEX-14PJ4	-1.35579616126393	0.642230879639208					0.0488163339087948	-0.281521531623199		-0.117606056384531		-0.227856017026655	-0.112801664887185		0.807146625259644	-0.582746742685439	
GTEX-14PJ5			-1.06900640939974					0.396254707704688					0.92497120339				
GTEX-14PJ6	-0.394456708539284	-0.619147706621853						0.0477764092486876		0.725012508082129			1.10458254195433	0.293315453790496		-0.120828563339295	0.304544463500505
GTEX-14PJM		1.4407318373855	-0.982033437514241	-0.178220172295879	-1.08969208961611			-0.111155564973905		-0.235713165012987	-0.22113484836807			-0.352252714591507		0.305294483338809	0.098368209601445
GTEX-14PJN			0.28822777001195					0.181996285168198	0.207749406324785	0.205632290888275			0.346469133854281		0.417398935536698		
GTEX-14PJO				0.129806177237274		-0.438015530112359				0.157004335325621		-0.378422338721869	0.260114988311626			-0.409518194581847	
GTEX-14PK6	-0.144354660011264	-0.215690474622577	0.277356692812708				-0.164795160498254	-0.758592139084358		-0.302964922463466			0.368735105331859	-0.490711490842547		-0.0754394145320427	
GTEX-14PKU			-1.11958223005647							-0.845142572581932			-0.311388429243981			0.860352854835301	-0.212809324663914
GTEX-14PKV	-0.298255201461628						-0.271510395444809	0.150542452282686		0.45411167827049			-0.394351603805617			-0.0998300392843961	
GTEX-14PN3	0.411067086064402						0.359993006634571			0.103039767940491				0.365834594349165		-0.162682530432925	0.305906051058177
GTEX-14PN4			-0.322297405635582	0.0855897545241059	-1.55016317779602	-0.433542529002478			0.0821569509820025	-0.80229866457946	0.0175211787516288			-0.309201480069049		-0.574102731242296	
GTEX-14PQA				0.692312768309803	-0.223002185563323						0.417542920480665					0.795425003664	
GTEX-14XAO	-0.0628471171427321												-1.44472433448169	-0.494604549967056		0.391528439466185	
GTEX-15CHC		0.402530217973864							0.0696082381860766				0.3073428132978	0.616981161369275		-0.0758867844610186	
GTEX-15CHQ			-0.263585374036702	-0.729313818433948	0.236288502990739	-0.0576171375303031	1.0120407401442				0.317214709623373		-0.554732437364728			0.299958441310165	
GTEX-15CHR	0.260965744882085											-0.500486532045685	-0.447376293564724			0.122914538970603	
GTEX-15D1Q			-0.314761846147383										0.13458342166486	0.281047580058272		0.828110894012856	
GTEX-15D79			-0.390236071423752								-0.249551611208756						
GTEX-15DCD				0.144508591265435	0.376026387899486	-0.493925050162428		-0.0606268028614738			-0.353020686327532			-0.197450930778827			
GTEX-15DCE								-0.371668776352685									
GTEX-15DYW	-0.239004675165615	0.858397502301475			0.422497639913491	0.0102072403110697	0.0919781302213883	-0.692302743062531		-0.107186740648376			-0.393943372558475	-0.0907334923606481			-0.163195084326069
