id	Adrenal_Gland	Artery_Aorta	Artery_Tibial	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-147GR				0.176798906300841		-0.087559958033004	-0.202470670059194	0.0466817796967328				-0.0480473629969638		0.0661716905407312	-0.132480190001246	0.122677100419103	-0.0103284187791614
GTEX-147JS			0.0984857468370223	-0.138037008696138				0.269215145127709					0.177541106857712	0.025199821821773		-0.0411179273388207	
GTEX-148VI				-0.0805923987708303					0.28733221159397		0.200025373688849				-0.485770243415055		-0.450360625429802
GTEX-148VJ			0.170856311342229	-0.172027023409373				0.099317038779248	0.204281166268002			-0.103107898293802	-0.115563545223363	-0.0373161339534933	-0.128203859852137	0.0781891020219053	0.00868273212597775
GTEX-14A5H			-0.0808060845052006	-0.0168598298596834				0.0278732649380465				0.507935239545547		0.0737810268277601	-0.091343944122163	-0.130870181350758	-0.0100745834470332
GTEX-14A5I	-0.0199862353779152	0.0264398172435282		-0.0473308336616316				0.187007377536312				0.155329670702477			-0.251258497130967		
GTEX-14A6H			0.0595281056183221	-0.430164692171712					0.133262345055128					-0.0533384747524867	0.188079459623341	-0.0446749375199505	0.120755278358518
GTEX-14ABY				-0.104112188266135		-0.0140796696643404						-0.00879949716965642	0.029379906540863	0.0274677597975927	0.0673079511469865	0.0108142931174503	0.295772121444218
GTEX-14B4R		-0.01436364227303	-0.226995730650414	-0.02642209334288					0.127014907006257	0.105182281253612				-0.0824179778455732		-0.0525142817995291	0.140152175447444
GTEX-14BIL				0.048994741954032	0.0178981657695789							-0.0595918945152508	0.065607065685131		0.0436667557756516	-0.0437638314754802	
GTEX-14BIM		-0.174104040727417		-0.21341775446357		-0.0884032598947852	0.0571350223318499		0.139913560854026			0.11568106519897			-0.100280170962577		
GTEX-14BIN			-0.0432645774090935	-0.0351788540196741		0.101389260752896	-0.173990955597439	0.343604999631046	0.116777533900707			-0.0465635372076436		0.0682207595625464	-0.153336581317752		-0.00741425732701753
GTEX-14BMU	-0.347895522914929	0.00310916114718081	0.0667676525018221	-0.167772433613941				0.250055695136391	0.157370061555181		0.0190714801562811			0.00133175151002821	-0.667079995242042		-0.287326416254665
GTEX-14BMV		-0.140563583584456	-0.0694534595322729	-0.173871659456205		-0.135399554079886						0.329968131976958	0.0378229203910906	0.0282475108836617	0.0308671331615267		0.377081099859483
GTEX-14C38	-0.316584702741726			-0.119680893784752					-0.0496268982529199					0.0104595338703241		0.212148844715455	-0.579463694847471
GTEX-14C39	0.134798856415796	-0.0952222862047083	-0.226370675950121	-0.0419419704291785		0.0557144345366207		0.238421814539232			0.107353337051201	0.121642568071953		0.0824167712148107		-0.104491659217026	0.333010587376263
GTEX-14C5O		0.0713268117620297	-0.125204341131884	-0.413633267396614	0.0151947026413116	-0.0438594174180768	0.113139149291444	0.179901660220708	0.0202111732451005			-0.188252362654091	0.0744032396848036	-0.0858978516640144	-0.0113122930442011	-0.0237371669010859	-0.0569167916203323
GTEX-14DAQ	-0.0252094439602794	-0.475297056949756	-0.0629670820937962	-0.0697896723939454				0.262928653584533	0.0220498607390834			0.131753718802757		-0.0434960144689047	-0.224660708365366		-0.0124186011424958
GTEX-14DAR	-0.024472278670186		0.0468562249989905	-0.0147796889122259					-0.0315206464671782		0.290096558830775		0.0469298461969119	-0.0525767240451769	-0.251841214402872	-0.0592718328375476	
GTEX-14E6C		0.117154876667494	0.0262736119012591	0.0296257147688761				0.172751622122995				0.0392775549572277		-0.024822292991824	0.0122337668555614		0.22487580522056
GTEX-14E6E	0.0257334782094588		0.044647539740645	-0.208470137910186				0.148669238076922	-0.0319845426223302		0.207685260142647		-0.0222050590128623	0.108684974791803	-0.14364505871119	0.0356081140061011	0.0534920730637342
GTEX-14E7W		0.0767749765673541	-0.0748606936241419	-0.172717933623832		0.096959617793365						0.215060102988321			0.101235889656893	-0.028413585906708	-0.0070353829385557
GTEX-14H4A	-0.0348613835984852			-0.104390730411171					-0.0950383187279843								
GTEX-14ICK				0.0131552511373732					0.0401500320524757				-0.0041718004712694		-0.273132565556976		-0.000625748777681616
GTEX-14ICL		-0.384153808032103	0.145127331777435	-0.106300491143136					-0.265433429278653		-0.0184088896753497			0.0826778471920876			-0.222642141237605
GTEX-14JG1			0.037533204125584	0.0788343633330032		0.0417987999921973	-0.11968391936896					0.223495586912115		-0.0578204981398412	-0.325683669811497		
GTEX-14JG6	0.266649239029424		0.0515381659850254	0.0615610582054225				0.248891474955582	0.130090982706525		0.102181377613234				0.113797428201321		
GTEX-14JIY				-0.116334479095412	0.0494350360749699	0.0936290397728406			0.00284432086872902	0.0761911311932373							-0.250660379569955
GTEX-14LLW				0.0104421281215592								0.0321908277297299		-0.0536895318574354	-0.232186770762061		
GTEX-14LZ3				-0.188223319797753	0.129780510017292	0.0799854695331749						0.0844563212220636		-0.0352519007972954	-0.163861372440993		
GTEX-14PHX				0.12622940494952				-0.338317004074869			-0.185624399785484			-0.150403284129251	0.015731469777859	-0.0872745829497322	
GTEX-14PII			0.588707889663053	-0.251954124630346										-0.153069226792903	-0.473997524644799		-0.270834035713457
GTEX-14PJ2		-0.107579643091529		-0.112566134544638							-0.139130648467153		0.248132219499344	0.00547935148297854		-0.111440378469844	
GTEX-14PJ4	-0.345618378411038	0.0317415920151551		-0.0240893887144349				0.500297645412387	0.270421957708235		0.242070274856795		0.108478131429032	-0.0824029254352353		0.0602342329399439	-0.329141895081395
GTEX-14PJ5			0.30671724303647	-0.205855122422401					0.198812541734587					-0.101264478978638			
GTEX-14PJ6	-0.181848370818066	-0.301815254698561		-0.141892687174782					-0.0452446207750376		0.224108840475098			-0.0774056369481372	-0.113087594271194		-0.0398238163827162
