id	Adrenal_Gland	Artery_Aorta	Artery_Tibial	AverageContext	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-131XG	-0.130559512809789		-0.0262647264706818	0.0645703764589048				-0.316419980931013	0.169711948043639		0.0629302164108687			-0.681569159845639	0.745173102242536		-0.296977283029027	-0.23622575630813
GTEX-131XW		-0.159463474979673	-0.0750584747188568	0.0172688590180556	0.256607327786022	-0.331097628412427						0.184322656316384		-0.293030194551765	0.65775448345171			
GTEX-131YS	0.131231871868866	-0.186866549625137	0.279789543050375	-0.00969627283410142				-0.00970134192177438	0.268923651886936			0.0245109358958086		-0.0941599960412463	-0.132480639710333		0.540090784280882	0.249484374846724
GTEX-132NY	0.115591403643713		-0.0414619196864032	0.0583913559609456				-0.0449055064523128					0.0639742671822882		0.237894310749811		-0.207481514631111	
GTEX-132Q8			0.13690717936595	0.0979767808449179	-0.180641006790871	-0.0187778859596628	0.382776163840631		-0.133432401362978									
GTEX-133LE		-0.145549261830602	0.141127318124404	0.0119335461626645					0.213821078331535					-0.136243023394438	-0.116119985807876		-0.104260642095231	
GTEX-139D8		-0.316332505976024		-0.00690026737976851				0.270884575810614						0.0103358122149495	0.0816103028518218			
GTEX-139TT			-0.0888682702863824	-0.00138828386388005		-0.0384107864882546						0.380747106608623		-0.234366547603269	0.922461857526418	0.0861366446304424		
GTEX-139UW		-0.0915585776931045	0.0134089109663441	0.053005736656441				-0.0146805882921001	-0.195122596474718					-0.199798762107837	0.1964853777869		-0.180549976529668	
GTEX-139YR	-0.0412863829931403	-0.193569379785792	0.154326345586443	0.0155228832459744					0.101616248671902		-0.228085553377966			-0.271598639873382			0.174200730275414	
GTEX-13CF2				-0.0038308088971703	-0.0880096659280882		0.369904890556949	0.010606053244804		-0.23111167037972		-0.223676270015129			0.131283218878805			
GTEX-13CF3	0.25082824893054	0.036345137678287	-0.0801727876582385	-0.0249238155663864				0.0248151037468514	0.0698721909515245		-0.0191949612147152				-0.226484161700998		0.389142817799509	
GTEX-13D11	0.381422775933768	-0.0702960330723801	0.146149357601678	-0.0246509373434658				-0.00807218450805498	-0.0953654698322682		-0.0605219334699935			0.0907520473104001	0.0539753436163647		0.411949604152222	0.024486622681643
GTEX-13FH7	0.204821361664078	-0.259910358805781	-0.0927941831975578	0.0140971910130954				-0.158740715236821	-0.466354428674774		-0.0906041011535275			-0.0645295868838655	0.195287349975574		-0.166449573212533	
GTEX-13FHO		0.0226427241654274		0.054575953958574		0.0611069650113168		-0.409652691456049	-0.0906742835917066			0.340337793177767	-0.0931633646048541	0.059529882261939	-0.77873263240239		0.0994444973211346	
GTEX-13FLV		-0.347881931908995		0.0526287359632351	0.122703291727734	-0.348848240651131			0.110842979299366		0.248942210248272			-0.422706454548661			-0.243447314684622	
GTEX-13FTW	-0.367917947013245		-0.151966843212757	-0.000972814391742967				0.0549461325183087	-0.108609842847182		0.0402851164695327		0.0730048339622287	-0.262327500399691	0.282354700662954	-0.105752338569105	0.0263971371349215	
GTEX-13FTY			0.129384885020771	0.0326335779087582								-0.351995304872241		-0.187919789737621	0.342610666825692		-0.146480415631036	
GTEX-13G51			0.136096834119506	0.0588951741135086	-0.104999072211897	0.0914599456574741	-0.171975271490991	-0.26938902124549	-0.0761642919376449	-0.372881558368666		-0.0387713831819262	-0.0633697979369921	-0.358607186130838	0.321968860941047		-0.0703791234971839	
GTEX-13IVO				-0.016672516923316	-0.415702351208461	0.0479978884093278						-0.178615638445359		-0.0191773890609053	-0.00919222435428716		-0.174604116723776	
GTEX-13JVG			-0.0938426218934025	-0.00308821677635987	-0.279176030162422	-0.222292582628076				-0.0196247663486199		-0.100925820195906		-0.297915676389898			0.140452160838737	
GTEX-13N2G		-0.0486605454746736		0.0327867515595518		0.365364087776176	0.0993953811008132	0.120365182048259				0.00615036169750268	0.344093744025367	0.153572551931794	-0.085635636533789	-0.158450718310458	0.291581005644247	
GTEX-13NYC			-0.062989748958492	0.0947945256035315										0.223974663008203	-0.569728348789626		-0.266441284797359	
GTEX-13NYS			-0.198460474403757	0.0444763728905325	-0.0397327576552447	0.119352323907891	0.138686314568539					0.117472142816824	0.0462079715880137	-0.131919887613024	0.122906382998692			
GTEX-13NZ8			-0.139972045716024	0.0417183779695707	-0.106154879765481									0.0306944640090137	-0.0907434793461774		0.145731000198435	
GTEX-13NZA				0.0136360813850689	-0.0612362620791014							0.0667947041015301			0.214949197424382	-0.181190417581666	-0.0542796278571366	
GTEX-13NZB			-0.0139727529947999	0.0705564133548841					0.160928510036801						0.245637848694939	0.187546370102572		
GTEX-13O1R		-0.0194537663871043		0.0721414942012939				-0.0323524033393648	0.819258592531511		0.0761657871347677	0.0184859103976704			-0.211171667366206	0.103338509654911	-0.289285732664112	
GTEX-13O21	-0.152612869426572	-0.698936674624175	0.217308137256335	0.0343154138554663					-0.131448225611474	-0.635127760062557			0.0528707800491172		0.0911812720151802	-0.177153393725064	-0.258905633087238	
GTEX-13O3O	0.236048682025739	-0.366383983821692	0.103397328073411	0.0178639044487395	0.037801045909561	0.205208764840718	0.313469984408839							-0.113264093429605	-0.178000407731148		0.42067587262974	
GTEX-13O3P		-0.324943138861546	0.0578474276441756	0.0259739802256215											0.366609547952257		0.216068961612374	
GTEX-13O3Q			-0.0777704624340677	-0.00659196672230454	0.225337104820267	0.146184896201515	0.0942796703472153		0.0687552027555673					-0.299128478354871	-0.0520645412700212		-0.0890230228339125	
GTEX-13OVG		-0.0814888451285974	0.026961052863709	0.0846173434220175					0.344121921203994					-0.13568047564545	-0.227915637555826		-0.0123795743608524	
GTEX-13OVH			0.202583756421883	-0.0707401854295335	0.101359039366393	0.22880439442496						0.180567167091536		-0.136939973146949	0.501521545607032	-0.266030343540005		
GTEX-13OVJ				0.0507883503600679	-0.0971552952223084	-0.0726487996946396	0.389417241650253	0.370908816848404	-0.0618529933059991			-0.166117118520286		0.0342440683967893	0.187390517068256		-0.0993732008427158	
GTEX-13OVK			-0.0353800861848271	0.155119037550642				0.167176938544498	0.503961742984329	0.121095028099485				0.149298339296541	-0.489173927505069	-0.0365565993102021	-0.069639371070419	
GTEX-13OVL			0.0859267718612788	0.0085447476727489	0.127141677986328	0.0387011553713977				0.510785182028091		0.410298723285888		-0.0590521027834832	0.380427274946233	-0.0154111399390039		
GTEX-13OW5		-0.631904663899533		0.0399102405883874	0.0829514406446807	-0.14056356407901		-0.523388593465638				0.154335381520309		-0.308286900160311	0.62045171215458	0.242048524964435	-0.222553093679049	
GTEX-13OW6	-0.153839794594201	-0.698035651976425	0.0546267211699353	0.0214331587254452	0.0553590803078867	0.115093311044124	0.29082668925757	-0.0591053185478223				0.178817036792936		-0.287135984333163	0.542050089364082	-0.00401208822312615	0.121152463149234	
GTEX-13OW7	-0.0792082748559225		-0.0353265872634188	0.0334165264862921	0.0615091006285628							0.00713498978780453		-0.327003283618443	0.100463365047417		-0.0695918164739542	
GTEX-13OW8		-0.387704813679298	-0.0563520930278511	0.0312144691217546	-0.017120679840832	-0.132471373620063	0.461709244385727	-0.0235667719493933	-0.173500658493152			0.309887592345186	0.0554990350969161	-0.0118063240345408	0.138015023402793	0.0926051654712932	0.1832469109548	
GTEX-13PL6			-0.0358320365213328	0.0696669969478387		0.283251353027588								0.0768851535816158			0.0740727685917512	
GTEX-13PL7	-0.018664132247993		0.132484903557895	-0.000860441551623084				-0.187512775938326	-0.211398569218512		0.133071903959169							-0.07676977191451
GTEX-13PVQ		0.0452614964911378	0.0748782124186761	-0.00258951351932668				0.0210856038759785	-0.121954920369706					-0.317753385960276	0.0561550829044135		-0.286189479522264	
GTEX-13PVR	-0.0723399489538764	-0.175924445732151	-0.190703556121195	0.0523415205104724				-0.217674454866182	-0.10684653795856		-3.87646829752009e-05			-0.272704744627498	0.181033417895852		-0.0252594028545105	-0.199230972407366
GTEX-13QBU	0.00289681543058635	-0.190734708645013	0.0590448661231894	0.00658106470938285				-0.161128597334239	0.0517603788030884	-0.178087044403983				-0.0756397690757885			0.0285350545920451	0.193517656514081
GTEX-13QIC			-0.0212524855309938	0.0320969389470837	0.0916174258188152													0.167832738394842
GTEX-13QJ3			-0.093644620430571	0.150645449657454					-0.225308454585522						0.212773569570036	0.0766822275061314	-0.0508161823920929	
GTEX-13QJC			-0.0224477991862952	0.00896294687804758	0.0275980775396277	0.284147108506488	-0.212831034725869			0.0180769793230593		-0.158305990837681		-0.0989612438575589			0.38831449839324	
GTEX-13RTJ			-0.0266560678132931	0.0390268634396402	0.304203635906934	-0.582354450916827	0.0631891561606347	0.0223947418814916				0.198777059040544	-0.10231214724121	-0.115159980918385	0.402882548864657		0.22060958566055	
GTEX-13RTK		-0.234395080767607	-0.081227966057522	-0.0155526185452729					-0.376642959785717						0.0297517735812445		0.511673501185474	
GTEX-13S86			-0.00969939173180063	0.0345783590678689					0.0843069269102435								0.0210737679661415	
GTEX-13SLW				-0.0478192538061105	0.111370562713266	0.125459832292119	-0.312274399878566	-0.135159661720238				-0.217313330493898		-0.111307332664272	-0.0271162567217327			
GTEX-13U4I		0.00837568615432849	-0.0335679235669984	-0.0874463726084471				0.098289489444419	-0.0913839103951813		0.241803153877983			0.168182710567365	0.0299035924838895		-0.293302382341431	-0.011914393612624
GTEX-13VXU			-0.0994060256553316	0.0303964141228845		-0.52495849100014						0.527156477069532		-0.297778302864189	0.327829723511076	0.0650739331107967	-0.149490160482836	
GTEX-13W3W	0.0794130343701343	-0.508480645166222	-0.236874451308697	0.0609966973315112					-0.0372681689512753		0.0373285724516229			-0.10904070782233	0.526282748408546			-0.179113215513716
GTEX-13W46		-0.273026546141405	-0.0396157470956032	-0.00787684343807049					-0.169453059982						0.227991801718314		-0.0706553645727534	
GTEX-13X6H			0.0140474165847616	-0.0514233989190362					-0.305128267487345		0.100387330742678			-0.283161526449951	0.503757934013564		-0.480665439691397	
GTEX-13X6I		-0.204549848834413		0.00121936920744385	-0.194106427434105		-0.0253987791350986	-0.152742847244619	-0.116294992064406					-0.0811009876022658	0.4931259731672			
GTEX-13X6J				0.0546105799073842	0.0722774776000344	-0.274935311812094		0.164857898369772				0.16809009329866		-0.00961648549933222	0.138067815795586		0.0320233506667483	
GTEX-13X6K		-0.349190681695436	-0.0673284868368545	0.0189339523878337	-0.129273665771488	-0.118953394913069	-0.21867790667392	-0.196536824214512	-0.0778944493844944			-0.072148920847708		-0.511198510995943				
GTEX-145MF			-0.0824202214948418	0.035044706002883					-0.163240224418897			-0.257781639796175		-0.22991262883018	0.155534343921461	0.0259074357224888		
GTEX-145MH		-0.240046875884775	-0.027137593352876	0.0270554185130724	0.107907312121966	0.0124404588914477		-0.1189900504233				-0.122282889767708		-0.0578215299052437		-0.179875060004168	0.173271309779158	
GTEX-145MI				0.150896086124641		-0.465644700390029								-0.0345556580539257	0.15624600935071		0.464329673869352	
GTEX-145MO		-0.124411826953261	0.019636358507113	0.0420524520497297				0.0968945597087402	-0.14845921614583		0.0163801696605665	-0.300529880523279		-0.229951985813548	-0.0054974120288618	-0.345420750705037		
GTEX-146FH		0.00784533541582172	-0.0704384096536954	-0.0521423380516864				-0.36484661287836	-0.232605191272459						0.00112172924120036			-0.524343477248961
GTEX-146FQ		-0.0983087727509198	0.0836777843158271	-0.0244224227169979					0.0444181600948512		0.0056691763785215		0.183917970394253	-0.115830151542897	0.00172646999517666		0.165409647541121	
GTEX-146FR	0.116996062570072	-0.0125968848170986	0.158847078833517	0.0554509549722358					-0.0474533372306143	0.258055114390855	-0.0247195546059447				-0.121537797783567		0.521238587187195	-0.159824349540962
GTEX-14753	0.449317563967392		0.0451864452584163	-0.00684267701262411								0.0444128740900566		-0.162995368869945	0.125923492218557	-0.253294198501476	0.183643113003381	
GTEX-1477Z				0.0187033453206759	0.0209905117499866			0.260964708916263				-0.0188390633419621	0.0353866871536439	-0.195244807103729			0.0227602588792936	
GTEX-147F4	-0.10969183699185	-0.557780135399691	0.0788625484434334	-0.0330718923172501	0.0338431560181833							-0.068345399914935		-0.041305739021498	0.323283229734231	-0.122521255421613	-0.104733290104063	
GTEX-147GR				-0.00508661107357485		0.323240153609177	0.421610291286696	0.21107156932204				-0.293033599200017		0.109990073012078	-0.342722173284461	-0.0117516808533684	0.0228541926816748	
GTEX-147JS			0.00283282777155499	0.0609059078270424				-0.0976451409140387					0.0584022546037633	-0.160576864782722		0.00333165267073664		
GTEX-148VI				0.0461888054487694					0.147316954605593		0.12993741048419				0.831307975655508		-0.483652778542991	
GTEX-148VJ			0.0754985732873794	0.108458750146237				0.133673634918048	0.151682879903014			0.221822410945131	0.104742098071193	-0.178906803688213	0.454533592639642	0.0628248532100926	0.0326991096331876	
GTEX-14A5H			-0.0415528471353066	-0.00666578815066996				0.194035312615339				0.0787296171989121		-0.000144335542130086	-0.129321413882548	-0.000879466317013439	-0.0416704533591732	
GTEX-14A5I	0.0888690632273151	-0.197714445345366		-0.034433086655954				-0.232662422795009				0.340334483709211			0.48643927110225			0.143665078541029
GTEX-14A6H			0.0113649479164966	0.0571144787359895					-0.49101470320936					-0.171196727244642	0.216801401232467	0.102201975908805	0.2858118276612	
GTEX-14ABY				0.0539865308123072		-0.0785241524520968						0.0266952953477325	0.272202423328881	0.0166595221435245	-0.039344750185881	-0.0496545043872012	0.399587410319329	
GTEX-14B4R		-0.145236995948541	-0.0359581032963846	0.0221341355725605					-0.0639658924903982	-0.180428899114292				-0.117475442337649		-0.0405768953255014	0.185412275775591	
GTEX-14BIL				0.0704464261019341	0.0832050517106354							0.0429517365118095	-0.0176970234462308		0.117687302059955	-0.00273136193120024		
GTEX-14BIM		0.112416949517586		0.0608178781678942		0.184298719954315	-0.0482711385460871		-0.339906580238488			0.141701588624152			-0.0349156805958459			
GTEX-14BIN			-0.0049624791635734	-0.0241384812684174		-0.0977313830313826	0.225038244484624	-0.0339721296657834	0.0405449106246035			-0.243755666339556		-0.251141665369556	0.199093135231507		0.12653700558042	
GTEX-14BMU	-0.324701688661234	-0.159937544688616	-0.1660814591593	0.0489851803201558				-0.460468557804722	0.196045070178985		0.100842151332404			-0.35697322587511	0.306184850323338		-0.266553141423076	-0.0366529428494751
GTEX-14BMV		0.0274126709907437	0.094992116984345	-0.0480804596298753		0.101261331285485						0.357785728108724	0.0917597520883062	-0.103596491372839	-0.26194790691558		0.732129354484475	
GTEX-14C38	-0.165058060540447			-0.0558714567463179					-0.120815262096759					-0.308277977335792		0.0731896403984414	-0.462431532350459	
GTEX-14C39	0.0628092203667937	-0.00833126029078216	-0.107424745747801	-0.0135880960144068		0.0420565585091308		0.102953824905615			0.00670260061088697	0.0525322133459417		0.179465980920113		-0.310997814695112	0.269065491870702	
GTEX-14C5O		0.182532507491207	-0.0740721687388546	-0.0312047390100778	0.0300890651111127	0.162771473470914	0.164506690441272	-0.165467247987226	-0.276491553744056			-0.147288498912625	0.0808104547494516	-0.553237033269279	0.647104323708991	0.0292864289603079	0.0681189937335124	
GTEX-14DAQ	-0.0968280599990289	-0.0218959170171974	-0.0634020006808323	-0.010502202259387				0.186557316671835	-0.0997251228557079			-0.293234932681782		-0.363771633622677	0.336906792985944		-0.200721689130415	0.286506462796185
GTEX-14DAR	0.173630727352877		-0.0495355977584733	0.0983863985336093					-0.152958884410973		0.138304743342664		0.0861131088944731	-0.366347142605944	0.55751336534987	0.33984991337749		
GTEX-14E6C		-0.155967960044879	0.11452233732133	0.0929900959416273				-0.15466682193184				0.308075049958789		-0.0137566359840504	0.403647566449546		0.426181882215236	
GTEX-14E6E	-0.0752470802480649		-0.0774782927525352	-0.0238292134276644				-0.110920716329603	-0.0705933003700532		0.180890988000878		0.0877936580179978	0.0463149845136761	0.625681703511325	0.0374855022275705	-0.260464270385421	
GTEX-14E7W		-0.0377961756753198	0.0160154092701835	0.0309490280582662		0.0917126976650669						0.198324326931671			0.392686711637439	0.0364609760774978	0.111224835849752	
GTEX-14H4A	-0.163887474455179			0.0351928667688213					-0.172888974226869									0.0268895744841543
GTEX-14ICK				-0.00513517828737275					-0.055818200260558				0.0961964318706197		0.358420990306413		0.080300668594882	
GTEX-14ICL		-0.420991797156672	-0.0830857787609066	0.0105627205941017					-0.45642303525395		-0.134025711098938			0.0553441419217095			-0.297966131491799	
GTEX-14JG1			-0.121654659886981	0.0556550266653992		0.0356645890167783	0.122547316361339					-0.146669642247325		-0.180865332017943	0.174136836934636			
GTEX-14JG6	0.388991864508857		0.102327055830446	0.0273409111003612				-0.150265170565373	0.0605999515485596		0.0356699425704191				-0.197441368348485			0.196171326249617
GTEX-14JIY				0.0530466453455942	0.428602095397788	-0.137873299131793			-0.0083285557297251	-0.0713656838714856							-0.238937258847874	
GTEX-14LLW				-0.00143833584275051								-0.252712084881736		-0.0759880879326444	0.29004670924627			
GTEX-14LZ3				-0.0119741486889821	0.113910097416122	0.0578745568916703						-0.0373310942568725		-0.272866828048787	0.46213672530239			
GTEX-14PHX				-0.0464624270905663				0.225762620347162			-0.0685510102411751			0.0250776943551332	-0.226201912199925	-0.271811202689567		
GTEX-14PII			0.187794165172239	0.0478413113106632										-0.406956470866871	0.200059297723694		-0.277219933687635	
