id	Adrenal_Gland	Artery_Aorta	Artery_Tibial	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-12WSK	0.0479072714915248	-0.0373645711996427	0.0461757990879488					-0.327641995094938		0.0720744316170346			-0.129958744125924	-0.00609708915963311		0.0389700813304581	
GTEX-12WSL	0.0177058353049326		0.0270127605123648				0.0804953697036895	-0.0332822996389317	-0.0112339562690103	0.0972195071959517			0.103261191208089	-0.218173266893477	-0.0713597236238828	0.0965517449676007	
GTEX-12WSM			-0.0301859706455173	0.202578950204766	-0.195065070275239		0.23773295053445		0.0538793763281606		0.0898140263291515		-0.16140757480668		0.220170037917491		
GTEX-12WSN	0.38757379980213	0.274437255517635	0.0715785168754504						0.0375889456321063	0.0607050062835052			0.0566891395962893	-0.0188430712748393		0.0583502065546761	
GTEX-12ZZW			-0.0366752289483375		-0.0295113634463845		0.0797243624292693	-0.0399916713474066			-0.0643520583535335						
GTEX-12ZZY		-0.00351470125987453	-0.0542322541000792		0.0248286486510633		0.184513681143664	-0.123279971470145			0.0394988367334774		-0.137656719656861	-0.148716999545802	0.113609135370646	-0.00840684871696995	
GTEX-12ZZZ	-0.101674844534429				0.00146617492619828							0.00927924665329828	0.108257766261351	0.0685853331835137		0.154786883072473	
GTEX-13111	-0.0302411367655183	0.0407179844149706	-0.00070748859246958				0.202742440491849	0.237298726943677	-0.0397249719006496			0.106284697254962		-0.0830381021331097	-0.0159711743087581	0.0292007782701563	
GTEX-13112				-0.0393138314627382	0.00449628485817777						-0.0791951995539666		0.0897283804769557	-0.0301889373237294	-0.0273885311648361	-0.0947898620966466	
GTEX-1313W		-0.00677305253435512		-0.0215504574503446	0.111559287140457	0.102110930454442					-0.0407388818638571		-0.244942960583347	-0.240202506895388		-0.254808194459121	
GTEX-1314G			-0.0972910643026542						0.0370011313713238				-0.084033988264519	-0.117481918905754			
GTEX-131XG	-0.163506092551575		-0.0301583860985774				0.18293652679164	0.0866233650422767		0.0376593283360185			-0.316238972310345	-0.412197565902664		-0.278091158893984	0.0796229438690139
GTEX-131XW		0.0192326843601759	-0.0492879036592736	0.0631475926120973	0.142280655704401						0.0711611201132673		-0.0901193317546493	-0.177780780839898			
GTEX-131YS	0.0111847381658916	0.20870483168736	0.0824021771494343				-0.0966905302627397	0.12099700908709			-0.0428163890202819		0.0781390463306597	0.132953076331105		0.195906404188914	0.0109206860589385
GTEX-132NY	0.0269821257070348		0.01206159533143				-0.00932217255664875					-0.00731507695597652		-0.120918739698338		-0.0913047444900939	
GTEX-132Q8			0.0777137971003042	-0.0762716963817992	-0.0345639036274188	-0.46161213413781		0.0426933769450019									
GTEX-133LE		-0.0421938612539506	0.0359765538003297					0.183745793058849					-0.154388172786213	-0.145075222590584		-0.019934955036493	
GTEX-1399Q								-0.0920522098951698					-0.0303950786856072				
GTEX-139D8		0.0177008944083211					-0.285555359696262						0.0463884722850396	0.0307603649859653			
GTEX-139TT			-0.0819808951656917		0.131741512528555						0.0493035127601628		-0.275525676822813	-0.358241378946643	0.0687377830415277		
GTEX-139UW		0.0580516409699349	-0.0924542614445871				-0.0572169682105478	0.0230642258752322					-0.0835670827396174	-0.113487602977192		-0.105747996989373	
GTEX-139YR	-0.0436973391163732	0.0150446855105311	0.0989733668322176					0.0526836924853449		0.00590958030001956			0.119398351705935			0.163320698086714	
GTEX-13CF2				-0.063662761871576		-0.0178227636116856	0.12842686804954		-0.0556970796176412		-0.126152817549945			0.0306074424530444			
GTEX-13CF3	0.0694241616411507	0.00221560074093388	0.0629648845626169				0.171146352804033	0.0773708804305898		0.0640749204377186				0.137639795391421		0.198970078697851	
GTEX-13CIG				0.0172466098046681													
GTEX-13D11	0.0496227250596959	0.0813188382988576	0.0845490325162063				-0.0223125662595006	0.00189007833291084		0.0629915165472657			0.0287751839542373	0.0482778525178913		0.188507630787855	0.0268996624525075
