id	Adrenal_Gland	Artery_Aorta	Artery_Tibial	AverageContext	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-12WSA					-0.0877382055845885		-0.398372410235457		-0.209697875204255					-0.292847022971592	-0.0661500313008987			
GTEX-12WSE						-0.12800319650241						-0.228200491629345			-0.136242837804049		-0.430352777607314	
GTEX-12WSF						0.11932894102687	0.235552005427087					0.630399158518912		0.267811720110278				
GTEX-12WSG	-0.0294628676523379							-0.0775967902865352	0.0242751774947366		0.226147348925811				-0.011131845555576		0.122303600170597	
GTEX-12WSH			0.289449755556343			0.179354908670556	0.28218988034032					0.505637968647763		0.397138790504173		0.339367256946144	0.178007890397203	
GTEX-12WSJ	-0.287536833734288							-0.56513938379187						-0.203476068629918	-0.083873414129863		-0.155466529324707	-0.106289173186965
GTEX-12WSK	0.0607693521803825	-0.00978286867147737	-0.0158993675672818						-0.137396643282612		0.263298684287281			0.00838619362349253	-0.00248349931597658		0.148886218476366	
GTEX-12WSL	0.535422125940688		0.506590871932054					0.522117266461394	0.573513492750571	0.196067347275685	0.977523486287598			0.570741975272989	0.218328774812426	0.562996406437791	0.501564639501679	
GTEX-12WSM			-0.108266388914879		-0.350013127206843	-0.154592286904305		-0.427133519103675		0.032418102935986		-0.180694451678004		-0.157511623262002		-0.114638982030257		
GTEX-12WSN	0.309241079644778	0.00243219134703514	0.0107429678862958							0.168424904128924	-0.100154218332276			-0.035368817756074	0.00694448705899772		-0.194143504054992	
GTEX-12ZZW			-0.714738459120077			-0.319518978388245		-0.746169449596083	-0.544642037749255			-0.924043676282993						
GTEX-12ZZY		0.171222654750285	0.207620824230205			0.236449593910141		0.0103226690945989	0.215651911454069			0.464924403064792		0.380099225318226	0.0887461910844851	0.269770604376492	0.199433265829453	
GTEX-12ZZZ	0.0609409908074501					-0.159021803270679							-0.195159769733991	-0.371660204946921	-0.0828912092374527		0.128207093996057	
GTEX-13111	0.640446117510105	0.458158124547437	0.55724607598105					0.307199027690322	0.804367771147115	0.28609991098054			0.702065813504164		0.24230250817222	0.625258439271809	0.705657172112689	
GTEX-13112					-0.212667689934254	-0.237642426510689						-0.478993678110425		-0.495539634628657	-0.132751894487737	-0.331903249314626	-0.20942540468387	
GTEX-1313W		-0.305247165886576			-0.461678328236272	-0.278506853957621	-0.618203995263002					-0.52299489628076		-0.267966775866866	-0.16062815803603		-0.49222342725174	
GTEX-1314G			-0.869045654337138							-0.61399357443618				-1.08939299852379	-0.365774478374646			
GTEX-131XG	0.060600525600382		0.138822352735815					-0.0592664699200965	0.30679537302081		0.225798926411787			0.391692481086408	0.0599407274784014		-0.149853059754003	0.271267658218862
GTEX-131XW		0.400908833394461	0.477431461461835		0.34795962711388	0.0840246794829957						0.902329392924423		0.712302492699891	0.21128258658293			
GTEX-131YS	0.136420612301336	0.00579702652974758	0.0434530793446137					0.0202875519563818	0.199337321664391			0.087788313808149		0.0039355071114925	0.00890297591906533		0.577558959344208	-0.0978189153487218
GTEX-132NY	0.963699561187555		0.755530345343761					0.764129724628569					0.895190200006241		0.33425459823485		0.529107129020328	
GTEX-132Q8			0.112239354990744		0.230376572178212	0.0439604074432809	0.344819100271883		0.0940872563753118									
GTEX-133LE		-0.483145834599775	-0.559184349140802						-0.549396917029308					-0.768935371475562	-0.248450888033429		-0.635524512411209	
GTEX-139D8		0.262614426678454						0.53278177339555						0.38149372882584	0.143124440422151			
GTEX-139TT			-0.349062729703851			-0.21737934953552						-0.257747462229433		-0.416535759279544	-0.151929364992197	-0.351411670503786		
GTEX-139UW		-0.130915800843732	-0.151480685133263					-0.152683182256219	-0.244471552067672					-0.1792470076491	-0.0655935426864396		-0.311785501280206	
GTEX-139YR	-0.00339450681630518	0.0103112153588016	0.0348757432689985						0.119053242947381		-0.345373558876608			0.0758437825041829			0.2109213922201	
GTEX-13CF2					-0.55231051106388		-0.620631445989542	-0.56542812363995		-0.325512768841843		-0.944221741930741			-0.248752702014145			
GTEX-13CF3	0.557608372030538	0.245195208353993	0.287898126600975					0.336706674125096	0.445125233068468		0.277252846717273				0.134314869251097		0.694948668149862	
GTEX-13D11	-0.16334415325352	-0.372564700532095	-0.426763859373697					-0.446086415485823	-0.548479976100745		-0.611625638889628			-0.674478925716997	-0.191796124021864		0.0144779933588739	-0.329099094206044
GTEX-13FH7	0.247340083395576	0.0412228595097591	0.0449801127806806					-0.0386155168222878	-0.129973150098999		-0.0988667055782059			0.051288858760552	0.0257150479671113		-0.0993325249347513	
GTEX-13FHO		0.207003371405829				0.179160668598673		-0.0115345811987526	0.305605239065726			0.626860402199002	0.379603805536529	0.269068303780657	0.117942355945619		0.357097878718733	
GTEX-13FLV		-0.209531924236825			-0.345132285038646	-0.344907273046287			-0.197605834781341		0.0701864922804958			-0.221054698194128			-0.462741389953673	
GTEX-13FTW	-0.574512792908028		-0.261785481999378					-0.198628572691971	-0.312025335349556		-0.24002966339759		-0.249371594776683	-0.279697301222245	-0.106367621679296	-0.28224926824943	-0.188715034843117	
GTEX-13FTY			0.467078131469076									0.559449380765126		0.629399225682138	0.198779976755375		0.2986208435029	
GTEX-13G51			-0.0142603887482338		0.0424971145111967	0.0360535350714711	-0.263326883371875	-0.202549945716073	-0.0311698414850703	0.0803109764346859		-0.0105330483299761	0.0490539102049493	0.0442689789783686	-0.0123220435382596		-0.0824237816555185	
GTEX-13IVO					0.161799499055801	-0.0396360607711555						-0.221274942940991		-0.1969052057732	-0.048558887447142		-0.271719628802351	
GTEX-13JVG			-0.0352798685916172		0.167333925127779	-0.144887625646297				-0.0519269962632981		-0.037036162966076		0.0285850647937739			0.136372164987801	
GTEX-13N2G		-0.377842736018547				-0.0444024008286099	-0.654466108493191	-0.363750715938386				-0.631428748456555	-0.589549935447125	-0.706146347691222	-0.193753824654483	-0.523524602215454	-0.114098850865482	
GTEX-13NYC			-0.0555168865854348											-0.19305217442874	-0.0147409225461392		-0.299687766196515	
GTEX-13NYS			-0.190333588548147		-0.151316994492176	-0.0270234003781117	-0.221843252855637					-0.13833476132188	-0.151705426620292	-0.224206631919806	-0.0717243555887068			
GTEX-13NZ8			-0.122019755936327		-0.0392752007811326									-0.200444974102817	-0.0432561694841158		0.0641797262954119	
GTEX-13NZA					-0.266396520184591							-0.351430444134375			-0.125262821002204	-0.346628137258677	-0.31267427674792	
GTEX-13NZB			0.801083606639267						1.11280944167217						0.352813209926662	0.955320513603104		
GTEX-13O1R		0.510380094455405						0.624429566369852	1.22587013549775		0.77536196649801	1.01148446821991			0.273894166966861	0.728214082800463	0.308562864291127	
GTEX-13O21	-0.53809764672775	-0.321046830534748	-0.35012798507227						-0.483036901978232	-0.0427752921138129			-0.388700982682147		-0.161957569087171	-0.442349209857238	-0.602035375145974	
GTEX-13O3O	0.467881553021397	0.184256275511513	0.239749635423514		0.221342245983749	0.250304856958856	0.478930075381014							0.300965120731383	0.103879900375472		0.661645578387543	
GTEX-13O3P		-0.155263605277298	-0.173169710159061												-0.0784016016860896		0.0659414373021556	
GTEX-13O3Q			0.300048009301705		0.179095488579587	0.261946917084346	0.425153928182175		0.459115936974808					0.47678916153637	0.138370787064047		0.220281459301409	
GTEX-13OVG		-0.0619408254351384	-0.067313690458422						0.13735811814696					-0.091613004822804	-0.0265821314846031		-0.0622887910635253	
GTEX-13OVH			-0.0588854273054342		-0.155326079870293	0.0866098665923348						0.0288126860837422		-0.106274248916448	-0.0363252967371891	-0.129404921724981		
GTEX-13OVJ					0.292378701558108	0.0760671890795034	0.508593452193328	0.485412367643597	0.267529758231338			0.284883885378446		0.220181214018816	0.0926160456097018		0.113899997812191	
GTEX-13OVK			0.372741149469318					0.517417851952076	0.768796950632606	0.154321069470886				0.404895848250485	0.171021753505183	0.431720028381355	0.304581095352534	
GTEX-13OVL			-0.10174017054257		-0.205055820570499	-0.0417387731677827				-0.311239936616545		0.108066418567707		-0.174578121573955	-0.0485738017953033	-0.114386727009294		
GTEX-13OW5		-0.088586588253575			-0.158491088774442	-0.138048372464859		-0.447311528602634				-0.00805595408202208		-0.0637047629707134	-0.0435565436616128	-0.0474984599028017	-0.300588521486422	
GTEX-13OW6	-0.418227010113481	-0.231346264981	-0.260752992022164		-0.32288040207928	-0.0861316675624591	-0.245722055836425	-0.30045846314833				-0.256688230483072		-0.300383778341802	-0.117776310049199	-0.287473342338506	-0.113456454780734	
GTEX-13OW7	-0.637780075310937		-0.522458558998315		-0.597595345493872							-0.73652423162621		-0.623686607315475	-0.22511794277036		-0.546559617500722	
GTEX-13OW8		0.1312312279231	0.158450972498639		0.190951126840065	0.0163034778372145	0.502626069630817	0.167471259253798	0.156502540703477			0.477535122874517	0.222527928626302	0.178962996802863	0.0740219158323163	0.217843729455603	0.360073380768632	
GTEX-13PL6			0.0669620443585937			0.205918768625779								0.0207898987913428			0.15994086741719	
GTEX-13PL7	-0.0043556153781831		0.0145337321332857					-0.115776479820642	-0.065692162701096		0.171116337413908							0.0724178524735236
GTEX-13PVQ		0.250357678750842	0.311378848828361					0.340381231584896	0.352833829765545					0.475798917316837	0.135123180139163		0.0144004326672021	
GTEX-13PVR	0.149032762174525	0.143037512550073	0.155247013526393					0.0450216514089726	0.205714707998314		0.171239392434638			0.28977940182647	0.0789346381125167		0.159442806295633	0.27807896777625
GTEX-13QBU	-0.132667244879872	-0.11329442579761	-0.124141714202655					-0.231434544142803	-0.0888115217786583	-0.0599154730570134				-0.194572917079572			-0.0781610328140108	-0.178461600491987
GTEX-13QIC			-0.147044581194712		-0.216422359135714													-0.175147753687271
GTEX-13QJ3			-0.250736566868073						-0.367188725582218						-0.10393278092765	-0.241799464935406	-0.262899256510261	
GTEX-13QJC			0.395149841951545		0.410575221185141	0.393653728711985	0.315456954330111			0.2073658979733		0.580500887352228		0.523331626490239			0.789931345647351	
GTEX-13RTJ			0.645032910925483		0.489579877071899	0.029875588466751	0.885846043384482	0.695627045496489				1.15925856487812	0.833762339449513	0.865328275263053	0.284022908422566		0.85753666773592	
GTEX-13RTK		0.318346888500002	0.378496672922988						0.324158016542969						0.172375196032205		0.90573389951331	
GTEX-13S86			-0.16266801145679						-0.109683879876282								-0.115047566366261	
GTEX-13SLW					0.0591217765387134	0.144099690027951	-0.151725617294472	0.0485054333216207				0.128554590210222		0.160813516147093	0.0573747634038375			
GTEX-13U4I		-0.30367485764137	-0.365114813238593					-0.288313425394341	-0.446082341013806		-0.0710586797064718			-0.59282705631252	-0.155795810507882		-0.624498593811844	-0.245172428646044
GTEX-13VXU			0.0774500822108756			-0.257108614929011						0.478750937316397		0.180713945522689	0.0393935189441102	0.126637295877779	-0.0505182525709014	
GTEX-13W3W	0.421210533729205	0.246667814171451	0.27802922239668						0.398845615864849		0.369828158136786			0.402036911050903	0.132726481265217			0.366870444510915
GTEX-13W46		-0.442337386216954	-0.52909784836984						-0.686981955584772						-0.228657049334524		-0.553496107849656	
GTEX-13X6H			-0.340189984756094						-0.533227925860048		-0.259230275781756			-0.402366682934165	-0.150337326847141		-0.796293793811042	
GTEX-13X6I		0.425861904960545			0.690466280505765		0.629360449765441	0.438860213598431	0.617384499469184					0.676071189069196	0.22570138663739			
GTEX-13X6J					0.802781529409056	0.291819824920091		0.941353635008818				1.36227546015565		1.01900147162868	0.348453952952245		0.801902373018382	
GTEX-13X6K		-0.49077917462135	-0.5894966868847		-0.534670120658976	-0.403695039250744	-1.08851488861668	-0.71934041467899	-0.709631449966023			-0.877103444624011		-0.641872802795542				
GTEX-145MF			0.510948825722328						0.597767216056418			0.714551179548448		0.735450603441223	0.229641231452818	0.605573254505618		
GTEX-145MH		-0.258526563771053	-0.307518945732101		-0.39941715973229	-0.167770444426223		-0.380605285815288				-0.47824150817966		-0.434268203323143		-0.363949609517948	-0.0962377720140549	
GTEX-145MI						-0.268341691520484								-0.0226867418544133	0.00538649204027608		0.497061764618051	
GTEX-145MO		-0.0510474179655492	-0.0545974055877267					0.0234802426478798	-0.102229573897403		-0.065381756073702	-0.194835424508589		-0.0391497662844211	-0.0221165909561494	-0.116839087300525		
GTEX-146FH		0.121644800116266	0.141062202444381					-0.0854676752665552	0.10637173075771						0.0679970865149822			0.435770529803754
GTEX-146FQ		-0.15442335152656	-0.171733579531275						-0.1543896368544		-0.220299775301358		-0.221089262388677	-0.247555060042609	-0.0766359466515609		0.0130678871157074	
GTEX-146FR	0.329964330466401	0.159889064742919	0.212877608439039						0.259222201923959	-0.0158487038853712	0.155195418811818				0.0890091265308761		0.732386318879384	0.270741923243623
GTEX-14753	0.0910985907917607		-0.262752507435748									-0.331254448894048		-0.346800335947569	-0.115445539523834	-0.336858660099466	-0.0508415597481848	
GTEX-1477Z					-0.125154468771545			0.0878583335677293				-0.115486946185758	-0.0757003335483344	-0.116375308185549			-0.0594579472309457	
GTEX-147F4	-0.355932371404306	-0.21157432780536	-0.235840451047502		-0.284231998031119							-0.357066636362922		-0.360001038095492	-0.106608858110224	-0.285426501574151	-0.321921897913713	
GTEX-147GR						0.211566108942336	0.29345518193642	0.202062699275233				-0.0421187284793251		-0.0328623899150237	0.0225140497508694	0.056946307179039	0.0784160519254441	
GTEX-147JS			0.24359866525209					0.196720585630588					0.310518848332655	0.338478144595277		0.289042917264138		
GTEX-148VI									-1.34862501438619		-1.17323416346646				-0.527862808826775		-1.6138751252351	
GTEX-148VJ			0.165647187489412					0.268738426980451	0.316325733049996			0.417973221535318	0.194394858326391	0.229556803371974	0.0686112459056625	0.203518617298144	0.199857072745332	
GTEX-14A5H			0.027693068855623					0.182408452875932				0.1484123444568		-0.00305054138144069	0.0177629225688902	0.0504498540914238	0.00558186283165509	
GTEX-14A5I	-0.343740582398468	-0.323901970971658						-0.54047171355485				-0.347732861579423			-0.168455807422133			-0.348162419177493
GTEX-14A6H			0.464497173212392						0.357421337326091					0.637615796444088	0.20427629612916	0.556145930699772	0.748090094097379	
GTEX-14ABY						-0.179745057996028						-0.286573807687069	-0.314368549640126	-0.364661619467645	-0.0988582826381571	-0.257511004568846	0.202254519604815	
GTEX-14B4R		-0.0723916345745834	-0.0862128075517103						-0.0894163498882673	-0.0275378741699467				-0.114136478844002		-0.0863568178775537	0.127466150093985	
GTEX-14BIL					0.142039908672437							0.360952270527026	0.272715588584135		0.0823271842575159	0.220384556397209		
GTEX-14BIM		0.316495006565994				0.325998728403951	0.419341665399272		0.335907160433403			0.719049056732844			0.170173044663521			
GTEX-14BIN			-0.20453139081876			-0.174671453248563	-0.206564924883032	-0.218428688992181	-0.184441923541286			-0.389978817259703		-0.22902832886876	-0.0879534721807889		-0.0481744322591496	
GTEX-14BMU	0.123097965270858	0.282355160869303	0.324988913787248					0.0481077311685679	0.568053695432456		0.50781122092552			0.544604680579408	0.151275940653334		0.0729851291308904	0.318769260875647
GTEX-14BMV		0.0141244566729221	0.0303920891760337			0.0700206134929038						0.280863127026632	0.0434923655740618	0.0176486223233124	0.01311189507478		0.780010581552866	
GTEX-14C38	-0.630850998813725								-0.567264993109583					-0.535414841510447		-0.476315463002607	-0.878463647352372	
GTEX-14C39	-0.673230440052292	-0.550246482439806	-0.669053871555678			-0.352455266484018		-0.58870594635091			-0.750896152917052	-0.924550879363161		-0.993856490820282		-0.7867728896165	-0.3340809770329	
GTEX-14C5O		-0.285415997018152	-0.349645312357043		-0.385557792500555	-0.100892699202217	-0.449456770753581	-0.450698579641767	-0.517813487613155			-0.548460985401461	-0.362136425486351	-0.303563620675448	-0.151096337424941	-0.364959106270963	-0.238156500337136	
GTEX-14DAQ	-0.0867824759972544	-0.0151249474386936	-0.0219234555800351					0.128783702916773	-0.0253890693135577			-0.126388418232628		0.0658878542022211	-0.00597761699558484		-0.20091082740654	-0.139233134925046
GTEX-14DAR	0.225509184227795		0.0538906517272742						0.0380042822028003		0.245716593022196		0.0908084584206756	0.166518931074291	0.0251064340105405	0.147042719371579		
GTEX-14E6C		-0.0599612186948153	-0.0543103711066819					-0.161626855765911				0.120371082442691		-0.131682258617605	-0.0293493233686563		0.386454133850815	
GTEX-14E6E	-0.121699617610675		-0.0708330319295895					-0.1261469345495	-0.068290204299273		0.173018869512706		-0.0479105749739511	-0.146814147300129	-0.0286204603941118	-0.0486391162438927	-0.306631804627235	
GTEX-14E7W		0.0349707090869864	0.0472592526309807			0.0791709464823367						0.2336132654494			0.0200670236655658	0.0724691811415141	0.173437632160759	
GTEX-14H4A	0.166011203700667								0.27446671826809									0.218998209957509
GTEX-14ICK									-0.995993880759482				-0.917133946132179		-0.361024913406448		-0.685451022835947	
GTEX-14ICL		0.088309084877296	0.104317527918596						-0.0533646926936692		-0.0982370004834511			0.085887694771424			-0.177608927289992	
GTEX-14JG1			-0.446205021871926			-0.227577601645429	-0.612118633898708					-0.688226116966228		-0.561475386189721	-0.187950575582587			
GTEX-14JG6	1.03432285525892		0.628599745560775					0.54414730323767	0.833081963544296		0.716837901633741				0.274443297874842			0.40388417549895
GTEX-14JIY					0.260203485760475	0.213376764121958			0.670972298247762	0.317133927451337							0.263239915925434	
GTEX-14LLW												-0.608129095984797		-0.479173827041682	-0.14940271696413			
GTEX-14LZ3					-0.238132189794244	-0.0529954749575969						-0.195708872873482		-0.149474263004085	-0.0663016138743296			
GTEX-14PHX								-0.104326373008593			-0.428024149844665			-0.415833340589063	-0.113328627988254	-0.340973922959295		
GTEX-14PII			-0.828072327198536											-1.03847985590054	-0.370646520347242		-1.07194617026862	
GTEX-14PJ2		0.256697497578574									0.243988825514924		0.404773523423635	0.466963485449618		0.341363986163703		
GTEX-14PJ4	-0.689024006706372	-0.382626115507546						-0.697190015193118	-0.486383271254855		-0.38468996874529		-0.443776135455988	-0.478916342714751		-0.488128228999101	-0.705568442123765	
GTEX-14PJ5			0.279000604097948						0.461788904543934					0.567950560488123				
GTEX-14PJ6	0.23892814667163	0.196886996115362							0.322535745124866		0.746026109521806			0.374044172025392	0.105837012357755		0.331032755942755	0.154815108584817
GTEX-14PJM		-0.257146933325948	-0.30117287043222		-0.228858072829437	-0.00431312788830854			-0.34677689927015		-0.84534751512882	-0.51901503067023			-0.132397363350312		0.0544635997341026	-0.348736904497056
GTEX-14PJN			0.28239282027904						0.301549240097655	0.30625029736275	0.290418180722814			0.461871603184016		0.374480482524878		
GTEX-14PJO					0.41021092798539		1.00159027360927				0.305452473581109		0.423947416935642	0.398606879143618			0.398534339664747	
GTEX-14PK6	-0.00847990137709495	0.0500998862013228	0.0566750819940238					-0.286868533593091	0.118728563082561		0.0315536198072109			0.0804447903194575	0.0299184315012547		0.0974619838553926	
GTEX-14PKU			-0.332039704138127								-0.46390706024364			-0.505472568048131			0.191338659306906	0.484380073932522
GTEX-14PKV	-0.259396526758484							-0.103500051790782	0.0366810975090834		0.10894335687365			0.0174564821968229			-0.306166173949364	
GTEX-14PN3	-0.379870282844762							-0.524310947572962			-0.197071505698906				-0.149947607955111		-0.429774649098092	-0.531135455929212
GTEX-14PN4			0.123361062386859		0.0982575319185245	0.247855092897602	0.500535988807107			-0.0933209881058905	0.204759516506702	0.332517508091999			0.0520060649443112		0.173812291619719	
GTEX-14PQA					1.32021783606194	0.588447513922878						1.75682460397874					1.66896964060143	
GTEX-14XAO	-0.356303992762935													-0.250488194954941	-0.0974778550607485		-0.436145867757026	
GTEX-15CHC		-0.372395270604467								-0.0360680738700647				-0.526300927865727	-0.193710533267009		-0.47565023630586	
GTEX-15CHQ			-0.433445366016967		-0.534450583361368	-0.17086192362741	-0.758851723734989	-0.62169255976453				-0.560352664233477		-0.487333532467838			-0.396002476005556	
GTEX-15CHR	0.0312198027567377												0.185993044832923	0.211977390075944			0.182936563882539	
GTEX-15D1Q			0.0810455509381935											0.136038939409936	0.0464247132139535		0.285299189006256	
GTEX-15DCD					0.0923198878698519	0.185422593990788	0.237830991628958		-0.0949740633611168			0.210460573373265			0.0350873042143664			
GTEX-15DYW	-0.594494530090881	-0.382722375931629				-0.212046625541597	-0.116264605304949	-0.592803426635717	-0.502447354779632		-0.212847148260209			-0.608909469059899	-0.198169482867651			-0.292908937618955
GTEX-15DZA		-0.672583461546319	-0.814919427938689					-0.925449708243653									-0.542889083337133	
GTEX-15EO6						0.435382200700028	0.486396057267627	0.263259372159732				0.442720099240035		0.369593289936234			0.510650731542257	
GTEX-15EOM			0.336749569194742						0.381108725233771						0.151585947701168			
GTEX-15ER7	-1.02824127555088	-0.707642881949362			-0.993796280788057	-0.627922313159934	-1.38149713722626	-1.16455271416367	-1.02778409274464		-0.635332481109635	-1.18985777334185		-1.11135851585119	-0.368527667392789		-0.733632198639258	-0.747782113333305
GTEX-15ETS		0.365790534779461	0.475309827472076					0.421332264322224	0.574242475164635						0.198331160701112		-0.0872173512328128	
GTEX-15EU6	0.801826851283692		0.630447985809266						1.11237116813443	0.370652847616026	0.805119898272792			0.799654024233963	0.279607459823777		1.06908245549328	
