id	Adrenal_Gland	Artery_Aorta	Artery_Tibial	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-111CU	-0.702352615279662						1.54388582094366	-1.22523711373808		-0.374495832248663		1.15215706683912	-0.15485881462756		0.567412520427183	-0.108401174761925	
GTEX-111FC			-1.67563019636467						-2.51879644920866			1.12560761812564	-0.0570801848587629	0.0778462087918819	0.566098206152409	-0.11279386196359	
GTEX-111VG													-0.0795347576825927	0.0803604070821873	0.567995103211497	-0.10836344547221	
GTEX-111YS	-0.696187267151877	2.55475509030718	-1.65979021052129				1.60351228640237	-1.22194857228474		-0.383341351023074		1.153463254845	-0.05723833942839		0.564586370468727	-0.105273453995503	
GTEX-1122O	-0.691173011865367	2.55180376091023					1.6853129391027	-1.22222143672638		-0.394779071802186				0.0771116288335868		-0.106199505107108	
GTEX-1128S		2.56063798201024	-1.67805864380437							-0.319264730338469	-0.815725818248162			0.0763432034057077		-0.111919970270291	
GTEX-113JC											-0.807379700075982			0.074927380058567		-0.103606858610419	-0.406647600074578
GTEX-117XS		2.56093204993554					1.58572736356737				-0.813301611339393			0.0763996710421137	0.561343206996701	-0.107131227604435	
GTEX-117YW		2.57721627905386	-1.66844809747433					-1.22373315327978			-0.819012644429996	1.14739236730646		0.0788938823122669	0.564325173666999	-0.109585174899778	
GTEX-1192W											-0.81745782762973			0.0864862734532979		-0.112572404433772	
GTEX-1192X									-2.51005798652741		-0.815525335685806		-0.101456542122728	0.0866878277373915		-0.111621829527911	
GTEX-11DXX	-0.697411064304957	2.55449301574017	-1.6735938734381				1.54371981746377	-1.22841773658244		-0.355438321587028			-0.114479910602793	0.0796699667084809		-0.107314990454217	-0.40537622873649
GTEX-11DXY	-0.697579237906659						1.63569438018075	-1.2329446876562			-0.810694506900605		-0.116789358384494	0.0768909565585909	0.566267704974388	-0.110082178552606	
GTEX-11DZ1								-1.20831457808838					-0.046799525055543	0.0746466766166435		-0.106087365819468	
GTEX-11EI6			-1.66899551980747				1.60127592159684	-1.21559844723084			-0.817373415392706		-0.0565887042379903	0.0795072037487171	0.561717860697226	-0.108745045846949	
GTEX-11EM3	-0.702204841841775	2.57211492451366	-1.67945775894205				1.52998530007262	-1.21627459335454					-0.0279441487801353	0.0754745427745152		-0.10833687036656	-0.405592739192184
GTEX-11EMC	-0.696300440428025	2.57501774500555	-1.66918181778837				1.66469187269432	-1.23534391619361	-2.50228666145589		-0.813910047839393			0.0843299785786054		-0.109961030070327	-0.400147327775384
GTEX-11EQ8			-1.66498328401302										-0.100618531923225		0.571603505996784	-0.102843418694639	
GTEX-11EQ9	-0.69805588902725		-1.67306846646501				1.61769535986007	-1.21226311663561	-2.50992939416699	-0.3345765224511		1.14076748472565	-0.128629429354297	0.0787248760973351	0.568568303618234	-0.108091997935686	
GTEX-11GS4		2.5443110374879	-1.66067378732299				1.61984220193828				-0.815777877257844		-0.205524999166882	0.0844488956005184	0.558052619092435	-0.103475705713994	
GTEX-11GSO						1.0938898426575					-0.814164695050104			0.0823757490005246		-0.106354548656602	
GTEX-11GSP	-0.699920976493432	2.57764558000772	-1.66826340734342	1.45279168661265	0.195661393615942			-1.22935917757075		-0.318825366564381	-0.816903402423417		-0.0346005331837758	0.0791395350955395			-0.395666861063411
GTEX-11I78	-0.701795333982935	2.54643042555856	-1.67327250231746				1.58762350753688	-1.21741634251788		-0.333944743925793						-0.107643435185642	-0.380774656215648
GTEX-11LCK		2.5434862781161	-1.6574270032734					-1.22497872199974		-0.312156600298194			-0.0585326145976973	0.0814291593166993	0.568754572402032	-0.108994656750007	
GTEX-11NUK		2.57002213517612	-1.66753609361319					-1.21991919703317			-0.815937198570316		-0.0210017144270984	0.0768802816441153	0.563931763667317	-0.107546587328682	
GTEX-11P81		2.57671810997335	-1.67891521630519				1.59377348442159	-1.22819673971206	-2.5221952611112				-0.0962141380930419	0.07911177268724		-0.108208230211682	-0.399031327382935
GTEX-11P82		2.55001516656952						-1.22129714454218	-2.50826037218309			1.15828836419644	-0.0530298023193344	0.0807640002039478	0.568036788563821	-0.111630354106721	
GTEX-11TTK														0.0760677821896409		-0.102738635382591	-0.390903220232072
GTEX-11TUW		2.53319194907686	-1.66281202030202				1.68214255102978	-1.213727117635	-2.49026821239738		-0.803142045862253	1.15825098589563	-0.101143876621286	0.0788006116549058	0.567742133687956	-0.110565755747071	
GTEX-11UD2		2.55548502486793	-1.66441034270374										-0.0590262473767149	0.0729972667169027		-0.104373238263579	
GTEX-11VI4			-1.66564652883574				1.67774998907418	-1.2190372314047		-0.346331559478353			-0.0394650400221731	0.0745072777490019		-0.105186104006535	-0.395221459474313
GTEX-11WQK		2.56113124166962		1.45553696465806			1.66050349125495		-2.45498901878069		-0.811616544547493	1.18932863620816	-0.0502552337926002	0.0676311404526348			
GTEX-11XUK	-0.703983684335897		-1.67012763683618					-1.22344497879221		-0.347320754812693				0.0851386678811518		-0.11275660599975	-0.397421148473487
GTEX-11ZTS		2.54038020569708	-1.66127247949874	1.46137416084521		1.10518386056871	1.69483748089126	-1.21153937471559	-2.50879428459777		-0.806764205054993			0.0759374015071379		-0.106195881501753	
GTEX-11ZTT							1.65539002151444		-2.51350212769077				-0.0749264874531294	0.0816015801816152		-0.109118331586584	
GTEX-11ZUS			-1.67345494947455	1.46214798319249							-0.817751469913296	1.14371690261836	-0.0277528876912066		0.563942181245848		
GTEX-11ZVC		2.54723926464836	-1.65910749160037								-0.812294958625821			0.0780116819710446		-0.106426442993053	
GTEX-1211K	-0.697203580092849	2.56073689279378	-1.66667356663797				1.63877762335563	-1.22178356622144		-0.35269817224103			0.00274579453133759	0.0738347243357223		-0.108229705268825	
GTEX-1212Z		2.58909020610555	-1.66289185793463				1.6377442169586	-1.20839986687758			-0.807996256025832		-0.0100311288970528	0.0770391364284807	0.564404477887748	-0.104294291771799	
GTEX-12584			-1.66602776111827		0.167833416920175						-0.802120517092717		-0.179385952461022	0.0885702152656461		-0.112134464897879	
GTEX-12BJ1	-0.693382499886124		-1.6646683668941				1.54691240417131	-1.23059056113585	-2.49205815055994	-0.371183674747777		1.13233033041582	-0.0443528396955764		0.557984291412921	-0.103664929848182	
GTEX-12C56		2.55843811527233	-1.67003714491059					-1.23399178017424				1.13725277000372	-0.0894705699653305	0.0807644104776884	0.566814667263001		
GTEX-12KS4		2.56804069218089					1.60430271894847	-1.24125553814102					-0.0794263155600105	0.0799988490696266			
GTEX-12WSA				1.46199801442764		1.0820701548667		-1.23561769777947					-0.0903947526469436	0.0788602614705344			
