id	gene1
GTEX-111YS	-0.396746758644746
GTEX-1122O	0.126730083554961
GTEX-1128S	2.86595509115905
GTEX-11DXX	-0.075865095287231
GTEX-11EQ9	1.56186918989584
GTEX-11GSP	0.398389283574807
GTEX-11I78	0.211927376921918
GTEX-11LCK	-0.143907497621848
GTEX-11VI4	0.66346676774602
GTEX-11XUK	1.90799698634154
GTEX-1211K	-0.455236840182735
GTEX-12BJ1	-0.917547937387383
GTEX-12WSG	0.204368787411571
GTEX-12WSK	0.885042342363493
GTEX-12WSL	-1.01834669335953
GTEX-12WSN	-0.488321431805883
GTEX-131XG	1.46665503171646
GTEX-139YR	-1.25240903281202
GTEX-13CF3	0.401684708189061
GTEX-13D11	-1.75513120243598
GTEX-13FH7	-0.406513753836054
GTEX-13FLV	-0.0314177013818111
GTEX-13FTW	-0.962067634851172
GTEX-13FTX	-2.18295667351058
GTEX-13O1R	0.74183552908164
GTEX-13PL7	1.4066812510528
GTEX-13PVR	-1.01853755623798
GTEX-13U4I	1.46909956276158
GTEX-13W3W	0.396674353800483
GTEX-13X6H	-0.182571701962188
GTEX-145MO	-0.153834262931171
GTEX-146FQ	-1.07737924087314
GTEX-146FR	0.146196135508261
GTEX-148VI	-1.07982875916572
GTEX-14BMU	1.08930686965567
GTEX-14C39	-1.10412069970717
GTEX-14DAR	0.423775552376635
GTEX-14E6E	-0.584701329352375
GTEX-14ICL	1.24567137618954
GTEX-14JG6	-1.13583782292357
GTEX-14PHX	0.999579669024218
GTEX-14PJ2	0.328091840083809
GTEX-14PJ4	0.0717254660162169
GTEX-14PJ6	0.799739639045747
GTEX-14PJM	-0.160682978458902
GTEX-14PJN	-0.159531356086358
GTEX-14PJO	0.505676213671141
GTEX-14PK6	-0.102653038502338
GTEX-14PKU	-0.800360460008965
GTEX-14PKV	0.886099856111955
GTEX-14PN3	-0.329400470399434
GTEX-14PN4	-0.576457741959776
GTEX-15DYW	-0.0402781560659761
GTEX-15ER7	-0.336678623294601
GTEX-15EU6	0.107661004485711
GTEX-15RIF	-0.395141856219749
GTEX-15SHV	0.306158787687012
GTEX-15UF6	1.60189741563696
GTEX-15UF7	-0.966158249158804
GTEX-16MT8	-0.209792920091258
GTEX-178AV	-0.968897744345137
GTEX-17F98	-1.58438082673981
GTEX-17HGU	1.29384770514321
GTEX-17KNJ	0.398254522520022
GTEX-17MF6	0.0371128811819483
GTEX-18A7A	0.542307724659472
GTEX-1A3MW	-1.07522690539187
GTEX-1AMFI	0.0571458632496695
GTEX-1AX8Z	-1.01625753033271
GTEX-1AX9J	0.227581224675883
GTEX-1AX9K	-0.884164665483968
GTEX-1AYCT	-0.348993138213469
GTEX-1B8KE	-0.646859582893472
GTEX-1B8KZ	0.437513388702988
GTEX-1B932	-0.0234863133604761
GTEX-1B933	0.369605862840529
GTEX-1B996	2.66556969901847
GTEX-1C2JI	1.83707545501977
GTEX-NPJ8	0.596194618780462
GTEX-O5YT	0.811807334739228
GTEX-OHPM	0.89479481779347
GTEX-OOBK	-0.776592187017464
GTEX-P4PP	0.855688272470971
GTEX-P4PQ	0.882619166897991
GTEX-PLZ6	-2.44791408528706
GTEX-PSDG	0.198964404298057
GTEX-PW2O	0.426102787664834
GTEX-PX3G	-0.0660369484194457
GTEX-Q2AI	1.24716851256335
GTEX-Q734	0.161438187479908
GTEX-QCQG	-0.290845690483958
GTEX-QDVJ	0.274469036845063
GTEX-QDVN	-0.637340955809484
GTEX-QESD	0.154908192800281
GTEX-QMRM	0.230753546653994
GTEX-QV31	-0.855265265065534
GTEX-QV44	-0.192928784651286
GTEX-R55G	2.36467729212418
GTEX-RM2N	0.989428740604226
GTEX-RWS6	0.307808879451
GTEX-S32W	-0.396607051728293
GTEX-S33H	-0.700035448592498
GTEX-S3XE	0.829551365456654
GTEX-S4P3	-0.694985966076076
GTEX-S95S	-0.764418608976749
GTEX-SE5C	-0.747443722296842
GTEX-T5JW	-0.0507050762403258
GTEX-T8EM	0.492479000717208
GTEX-TKQ2	-0.132554141121603
GTEX-TMMY	-0.718725029682132
GTEX-U4B1	-0.795083527199125
GTEX-U8XE	-0.225091678018577
GTEX-V1D1	-0.364117112247641
GTEX-V955	0.195736015654668
GTEX-W5WG	-1.06552908749915
GTEX-WFG7	1.99384101930162
GTEX-WFG8	1.12306052702728
GTEX-WFJO	-0.566210705964816
GTEX-WFON	0.885800243826565
GTEX-WH7G	-1.58910263474887
GTEX-WHSB	0.649433267571774
GTEX-WHWD	0.0364963751480243
GTEX-WI4N	0.311427320630954
GTEX-WQUQ	-0.381729416477129
GTEX-WRHK	0.471604198316517
GTEX-WY7C	-0.706586254947736
GTEX-WYJK	0.624409929006129
GTEX-WYVS	0.650392596443828
GTEX-X15G	-0.431648251909359
GTEX-X4LF	-0.972525810654989
GTEX-X5EB	-0.277493001819893
GTEX-XBED	-0.463198627697433
GTEX-XBEW	0.022522538845632
GTEX-XGQ4	-0.276515978400179
GTEX-XMK1	1.37967396567297
GTEX-XPVG	-1.51302111188086
GTEX-XQ8I	0.48890981826596
GTEX-XUW1	-0.465957551287183
GTEX-XV7Q	-0.0322997223942138
GTEX-XXEK	-0.658556301508188
GTEX-Y3I4	-0.328094101833995
GTEX-Y5LM	0.357738263196974
GTEX-Y5V5	0.0855995842224759
GTEX-Y8E4	0.757713340737834
GTEX-Y8LW	-0.443082740832158
GTEX-Y9LG	0.859976989469891
GTEX-YEC3	0.473809657161152
GTEX-YEC4	-1.38425356394569
GTEX-YF7O	1.279407514947
GTEX-ZAB4	0.485890500651434
