id	gene2
GTEX-RUSQ	0.440118655459111
GTEX-RWS6	-0.297126782195502
GTEX-RWSA	0.56105908138284
GTEX-S32W	0.610434841119244
GTEX-S33H	0.802797866397011
GTEX-S3XE	-1.49018165254598
GTEX-S4P3	0.267997853943581
GTEX-S4Z8	0.352469677214223
GTEX-S95S	-1.14608601760834
GTEX-SJXC	0.334055135351949
GTEX-T5JC	-0.0213976946048873
GTEX-T6MN	1.38942607775794
GTEX-T8EM	1.29466850919994
GTEX-TMMY	0.267930074787202
GTEX-U3ZH	-0.552241621654863
GTEX-U3ZM	-0.276675316870459
GTEX-U3ZN	0.981647236162547
GTEX-U8XE	-0.86046271986249
GTEX-UPJH	-0.379027945110217
GTEX-UPK5	-0.190431959106451
GTEX-V1D1	1.52612630556552
GTEX-V955	0.919045565909275
