id	gene2
GTEX-1122O	-0.769832073389009
GTEX-1128S	-0.470783320756321
GTEX-117XS	0.923198201183105
GTEX-117YW	0.918291139790443
GTEX-11DXX	0.0860901084633544
GTEX-11EM3	-1.40590654313029
GTEX-11EMC	-1.41476959260718
GTEX-11GS4	-1.64424216937649
GTEX-11GSP	0.275477337995214
GTEX-11I78	0.59171839134749
GTEX-11LCK	-0.741975249667431
GTEX-11NUK	-0.495497735082001
GTEX-11P81	-1.05726273176277
GTEX-11P82	0.672216816360075
GTEX-11TUW	-0.775325826717005
GTEX-11UD2	-0.0664850220700766
GTEX-11WQK	-0.197695925889694
GTEX-11ZTS	-2.09264516994249
GTEX-11ZVC	1.84164136496567
GTEX-1211K	-0.392041475033685
GTEX-1212Z	-2.16935534568398
GTEX-12C56	-0.664287100740172
GTEX-12KS4	-0.036385771694527
GTEX-12WSK	0.497117180282132
GTEX-12WSN	-0.821142642993011
GTEX-12ZZY	-0.623044628590718
GTEX-13111	-1.65960815429921
GTEX-1313W	1.28699922942329
GTEX-131XW	-1.08638291796126
GTEX-131YS	-0.0684007016087379
GTEX-133LE	1.59330120930815
GTEX-139D8	-0.396910243767729
GTEX-139UW	-0.0378108702644493
GTEX-139YR	0.57087924223553
GTEX-13CF3	0.261792668592677
GTEX-13D11	1.72073413287264
GTEX-13FH7	-0.48030565446589
GTEX-13FHO	0.38469393866169
GTEX-13FLV	-0.043788526127114
GTEX-13FTX	0.947791011543883
GTEX-13N2G	0.225442350757099
GTEX-13O1R	0.0786663675666007
GTEX-13O21	0.743133192398128
GTEX-13O3O	1.3701007927697
GTEX-13O3P	0.315577691727046
GTEX-13OVG	1.33241011349947
GTEX-13OW5	-0.30947113647738
GTEX-13OW6	-0.324276806026826
GTEX-13OW8	-0.292390011519502
GTEX-13PVQ	-0.434931696252242
GTEX-13PVR	-0.343832285038148
GTEX-13QBU	0.359141251078034
GTEX-13RTK	-0.181343584843635
GTEX-13U4I	-0.752585419183225
GTEX-13W3W	0.090306721886518
GTEX-13W46	1.31445476580229
GTEX-13X6I	-1.03220112780512
GTEX-13X6K	-0.833198690341557
GTEX-145MH	0.485594741887299
GTEX-145MO	-1.75469311506028
GTEX-146FH	-0.45678207244958
GTEX-146FQ	0.14838179066162
GTEX-146FR	-2.22655776977533
GTEX-147F4	-0.0863963547435342
GTEX-14A5I	1.58944154748398
GTEX-14B4R	0.169118941663412
GTEX-14BIM	-0.868163878321825
GTEX-14BMU	-1.39338649450726
GTEX-14BMV	1.34541060567657
GTEX-14C39	2.26071184628958
GTEX-14C5O	-0.103784752268628
GTEX-14DAQ	-1.17879069141488
GTEX-14E6C	-0.705050894042773
GTEX-14E7W	-0.0268527186059817
GTEX-14ICL	-0.468453750155878
GTEX-14PJ2	-0.289925843965817
GTEX-14PJ4	1.40011760943925
GTEX-14PJ6	-1.30119505924988
GTEX-14PJM	2.30552630177962
GTEX-14PK6	-0.3180245302915
GTEX-15CHC	0.789476775464922
GTEX-15DYW	1.72026185535272
GTEX-15DZA	0.590075161444087
GTEX-15ER7	0.0438355172327685
GTEX-15ETS	-1.11720420801263
GTEX-15G19	1.63670830764051
GTEX-15RIF	0.178344253584074
GTEX-15RJE	-0.205761775360234
GTEX-15SHU	-0.4948409844548
GTEX-15SHV	-0.175978202015567
GTEX-15UF6	0.011680633548218
GTEX-16XZZ	0.552976781633707
GTEX-17EVP	0.0425569212083384
GTEX-17EVQ	-0.10078673463874
GTEX-17F96	-1.67026248533944
GTEX-17F98	0.869560893221657
GTEX-17GQL	-1.50261504820479
GTEX-17HII	0.722841566450466
GTEX-17KNJ	1.89058206400427
GTEX-17MF6	0.153871951368802
GTEX-18A7A	0.367744851473901
GTEX-1A3MV	1.17645688141616
GTEX-1AMEY	0.337937251013095
GTEX-1AMFI	-0.00440128834282316
GTEX-1AX8Z	0.961905461984138
GTEX-1AX9I	-0.17718072131531
GTEX-1AYCT	-0.458939133826617
GTEX-1B8KE	-1.25311234366434
GTEX-1B8SG	0.128446932586661
GTEX-1B933	-1.24301840347551
GTEX-1C2JI	-1.10613633988241
GTEX-1EU9M	-0.27523400014407
GTEX-N7MT	0.661521303292494
GTEX-NPJ8	0.439243426959024
GTEX-O5YT	-0.581111453792551
GTEX-O5YV	0.176934138196296
GTEX-O5YW	1.30950071904599
GTEX-OHPM	1.12779138399436
GTEX-OIZG	-0.437686570442381
GTEX-OIZI	-0.643361641142352
GTEX-OOBK	-0.233283995528241
GTEX-OXRL	-0.653700068609709
GTEX-P44H	-2.03440610379314
GTEX-P4PP	-0.4911158900807
GTEX-P4PQ	0.910139968764897
GTEX-P78B	-0.0597468917149054
GTEX-PLZ5	-1.21840584123678
GTEX-PLZ6	0.0346234846303049
GTEX-POYW	0.900561704803685
GTEX-PSDG	-0.0144050391293557
GTEX-PW2O	-0.0499051942393433
GTEX-PWCY	0.650945950659377
GTEX-PX3G	-0.936641069757254
GTEX-Q2AG	1.35346228232443
GTEX-QCQG	1.44928113872953
GTEX-QDT8	0.011869715233379
GTEX-QDVJ	0.31528627582435
GTEX-QDVN	0.994435089594991
GTEX-QEG4	0.272483362632478
GTEX-QEG5	-0.185459280453891
GTEX-QESD	-0.376026537265362
GTEX-QMRM	-1.00806001308079
GTEX-QV31	-1.48002166327858
GTEX-QV44	-0.427548698416169
GTEX-QVJO	1.02018346599017
GTEX-QVUS	-0.350995644940349
GTEX-QXCU	-0.303457785884934
GTEX-R55E	0.0131683134190261
GTEX-R55G	-0.523119557009822
GTEX-REY6	-0.12284215634239
